Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao,Agrupamento
"Warhammer 40,000: Fire Warrior",7,2003,7,28,0.15,675,2,36.15,41
Gotouchi Kenkei DS,4,2006,6,130,0.03,0,0,0.0,493
Legendary,5,2008,7,10,0.26,132,2,27.05,277
Math Play,4,2006,5,5,0.31,807,1,0.0,430
Final Fantasy X-2,7,2003,4,7,5.29,14,3,45.8,56
Digimon Adventure: Anode Tamer,26,1999,4,25,0.28,0,0,0.0,14
The Crew,15,2014,3,5,0.16,235,3,38.7,592
Paws & Claws: Pet Resort,9,2006,8,28,0.16,0,0,0.0,236
Silent Hill 3,7,2003,9,14,0.71,85,2,46.9,28
FIFA Soccer,17,2005,1,7,0.12,35,1,40.35,960
Dino Crisis 3,14,2003,9,12,0.14,48,2,27.55,149
Sherlock Holmes: Crimes & Punishments,18,2014,11,82,0.08,0,0,0.0,812
Coraline,7,2009,9,58,0.11,211,4,20.5,28
Skylanders Imaginators,18,2016,2,4,0.1,140,4,42.0,592
Bust-A-Move 2 Arcade Edition,12,1997,5,30,0.08,0,0,0.0,371
Super Breakout,16,0,5,10,0.44,0,0,0.0,371
Love Live! School Idol Paradise,23,2014,6,274,0.12,0,0,0.0,209
Cartoon Network Collection: Game Boy Advance Video Volume 1,9,2004,6,0,0.25,0,0,0.0,17
Worms,6,2009,12,3,0.02,449,4,41.45,639
Whiteout,14,2002,3,14,0.03,69,3,29.0,592
Hitman: HD Trilogy,6,2013,9,15,0.21,126,2,39.3,104
NBA 07,7,2006,1,3,0.02,313,1,34.9,379
RPG Maker,13,1997,4,49,0.5,639,1,37.1,14
Fire Emblem: Shadow Dragon,4,2008,4,0,0.61,55,4,44.0,12
The Suffering,14,2004,9,39,0.22,341,2,42.9,149
DefCon 5,13,1995,7,85,0.07,0,0,0.0,260
Hydro Thunder,13,1999,3,39,0.46,0,0,0.0,592
North American Hunting Extravaganza 2,1,2010,1,53,0.04,0,0,0.0,6
Ketsui: Kizuna Jigoku Tachi Extra,5,2010,7,357,0.02,0,0,0.0,277
pro evolution soccer 2011,1,2010,1,14,0.22,69,1,41.7,6
Jampack Winter 2003 (RP-T),7,2003,6,3,0.39,0,0,0.0,78
Star Ocean: The Last Hope International,6,2010,4,15,0.72,471,3,40.35,38
Snowboard Kids,12,1996,1,91,0.2,0,0,0.0,960
Fancy Nancy: Tea Party Time!,4,2010,11,28,0.17,244,1,0.0,37
Tomb Raider: The Last Revelation,13,1998,9,21,2.48,0,0,0.0,149
Shin Megami Tensei NINE,14,2002,4,91,0.05,0,0,0.0,14
Athens 2004,7,2004,1,3,0.27,103,1,34.1,379
Rebel Raiders: Operation Nighthawk,7,2006,8,476,0.03,1310,4,26.5,1401
Hanjuku Eiyuu Tai 3D,7,2003,4,15,0.17,0,0,0.0,56
Mario Tennis,3,2000,1,0,1.18,0,0,0.0,23
Mega Man Network Transmission,20,2003,2,12,0.17,371,1,36.3,592
Pinball Hall of Fame: The Williams Collection,1,2008,6,158,0.47,245,4,45.4,205
Street Jam Basketball,9,2004,1,84,0.03,1558,1,21.5,106
Top Spin 4,5,2011,1,2,0.41,264,1,46.1,450
Prince of Persia: The Forgotten Sands,17,2010,9,5,0.37,104,3,36.2,149
Sonic Adventure 2,22,2001,2,8,0.12,125,1,48.8,592
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,9,2004,6,0,0.18,0,0,0.0,17
Ms. Pac-Man,16,1981,5,10,1.65,0,0,0.0,371
SingStar Country,7,2008,6,3,0.28,223,3,37.5,78
Super Dragon Ball Z,7,2006,10,10,0.37,731,3,38.9,120
Tour de France 2014,10,2014,1,82,0.03,1047,1,29.05,170
Urban Chaos: Riot Response,14,2006,7,21,0.02,54,2,40.3,260
InuYasha: Feudal Combat,7,2005,10,25,0.27,612,3,30.15,120
King Arthur,7,2004,9,14,0.13,213,3,33.5,28
Tom Clancy's Splinter Cell 3D,11,2011,9,5,0.3,12,3,29.25,1591
Marvel: Ultimate Alliance,17,2006,4,4,0.37,67,3,44.25,14
Monster Hunter Frontier Online: Forward 2,5,2011,4,12,0.03,0,0,0.0,88
Where the Wild Things Are,1,2009,2,19,0.12,243,4,32.5,976
Viewtiful Joe: Red Hot Rumble,17,2006,9,12,0.09,551,3,34.65,149
Soldier of Fortune: Gold Edition,7,2001,7,34,0.56,593,2,32.9,41
Puchi Puchi Virus,4,2007,5,163,0.08,1033,1,38.6,430
Ratchet & Clank: Full Frontal Assault,6,2012,11,3,0.23,0,0,0.0,143
My Baby Girl,4,2008,8,125,0.76,485,1,0.0,36
EA Sports Grand Slam Tennis,1,2009,1,7,0.91,0,0,0.0,6
Flushed Away,20,2006,2,58,0.16,417,1,23.5,592
Imagine: Figure Skater (US sales),4,2007,1,5,0.46,0,0,0.0,50
Doko Demo Issho,17,2004,6,3,0.1,0,0,0.0,209
TimeSplitters 2,7,2002,7,21,0.7,400,3,49.4,41
Shawn Johnson Gymnastics,1,2010,1,74,0.17,713,1,0.0,6
Igor: The Game,4,2008,11,460,0.04,240,1,21.5,37
Mobile Suit Gundam: One Year War,7,2005,9,25,0.44,0,0,0.0,28
Ryu Ga Gotoku Kenzan!,6,2008,11,8,0.36,0,0,0.0,143
Akiba's Trip,17,2011,11,307,0.14,0,0,0.0,812
Dragon Ball: Advanced Adventure,9,2004,9,25,0.04,117,4,41.75,179
Sushi Go-Round,4,2010,8,280,0.04,1459,1,0.0,36
Cars,7,2006,3,28,1.21,167,1,39.7,10165
Just Sing! Vol. 2,4,2011,6,148,0.04,0,0,0.0,493
The BIGS 2,7,2009,1,2,0.2,273,4,0.0,379
Action Man-Operation Extreme,13,0,9,0,0.09,0,0,0.0,149
Saints Row,5,2006,9,28,2.18,119,2,44.25,220
Family Guy: Back to the Multiverse,5,2012,9,4,0.25,172,2,22.0,220
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,17,2009,10,25,0.41,0,0,0.0,8993
Learn Math,4,2009,5,319,0.13,1131,1,0.0,430
Spider-Man 3,17,2007,2,4,0.3,6,3,29.7,592
The Technomancer,18,2016,4,82,0.03,982,2,37.7,14
Puzzle Chronicles,17,2010,5,14,0.08,69,4,31.0,371
Age of Empires III: The Asian Dynasties,15,2007,12,1,0.06,440,3,44.75,530
Rollcage Stage II,13,2000,3,3,0.09,852,1,46.95,592
Junior Brain Trainer 2,4,2010,6,98,0.28,837,1,0.0,493
Pirates: The Legend of Black Kat,14,2002,11,7,0.06,1110,3,37.0,812
Coded Arms,17,2005,7,14,0.75,69,3,32.75,260
Resident Evil 2,20,2003,9,12,0.06,48,2,33.75,149
Donkey Kong Land III,3,0,2,0,1.03,0,0,0.0,963
The Chase: Felix Meets Felicity,4,2009,9,10,0.04,1184,1,29.5,157
Street Fighter V,15,2016,10,12,0.06,48,3,38.45,8993
Tsuyo Kiss: Mighty Heart,7,2006,11,481,0.03,0,0,0.0,3650
Battlefield: Bad Company,5,2008,7,7,1.46,29,3,45.35,277
Mahjong Kakutou Club: Zenkoku Taisenban,6,2006,6,14,0.03,0,0,0.0,229
X-Men Origins: Wolverine,1,2009,9,4,0.25,186,3,29.55,113
Ninja: Shadow of Darkness,13,1998,9,21,0.38,0,0,0.0,149
Cheer We Go!,4,2010,6,77,0.04,0,0,0.0,493
Etrian Odyssey IV: Legends of the Titans,11,2012,4,91,0.38,0,0,0.0,167
Disney Princess: Enchanted Journey,1,2007,11,32,1.35,211,1,2.15,171
Call of Duty: Modern Warfare 3,15,2011,7,4,1.72,5,2,40.25,260
Etrian Odyssey III: The Drowned City,4,2010,4,91,0.31,355,4,42.5,12
Wildlife Park 3,15,2011,8,278,0.08,1308,0,0.0,784
Farm Frenzy 3,15,2009,12,464,0.04,1487,1,0.0,530
Sigma Star Saga,9,2005,4,10,0.05,278,4,38.1,26
M&M's Blast!,9,2001,5,53,0.27,0,0,0.0,83
Kinect Rush: A Disney Pixar Adventure,5,2012,11,1,0.58,452,1,36.55,1717
Crazy Taxi,20,2001,3,30,0.49,310,3,38.25,592
A Good Librarian Like a Good Shepherd: Library Party,23,2015,9,427,0.03,0,0,0.0,149
F-Zero,8,1990,3,0,2.85,0,0,0.0,89
The King of Fighters XI,7,2006,10,153,0.19,775,3,41.75,120
The Fast and the Furious,7,2006,3,25,0.06,453,3,32.8,10165
Twin Strike: Operation Thunder,1,2008,7,74,0.04,1496,4,29.15,3
V-Rally 3,9,2002,3,10,0.05,1320,1,41.0,2413
Call of Duty: Advanced Warfare,5,2014,7,4,4.29,72,2,2.45,277
Motor Trend presents Lotus Challenge,14,2003,3,349,0.03,675,1,30.5,592
WRC 2: FIA World Rally Championship,5,2011,3,5,0.07,0,0,0.0,435
Dora the Explorer: Journey to the Purple Planet,20,2005,11,63,0.12,749,7,0.0,812
Power Pro Kun Pocket 13,4,2010,1,14,0.13,0,0,0.0,50
Evil Dead: Regeneration,7,2005,9,28,0.21,958,2,38.25,28
Railroad Tycoon II,13,1999,12,352,0.11,0,0,0.0,530
SSX Tricky,9,2002,1,7,0.19,362,1,33.0,106
Tokimeki Memorial: Girl's Side 2nd Season,4,2008,11,14,0.11,0,0,0.0,37
AMF Bowling 2004,14,2003,1,184,0.3,0,0,26.2,960
System 3 presents Ferrari Challenge Trofeo Pirelli,4,2008,3,158,0.04,0,0,0.0,2490
Super Wagyan Land,8,1991,9,25,0.42,0,0,0.0,87
Bottom of the 9th '97,13,1997,1,14,0.02,0,0,0.0,960
Diablo III,5,2013,4,4,1.41,41,2,46.8,88
The Beatles: Rock Band,1,2009,6,31,1.71,58,3,48.95,205
Little Battlers eXperience W,11,2013,4,37,0.1,0,0,0.0,167
MLB 07: The Show,17,2007,1,3,0.28,421,1,44.6,960
Need for Speed Underground 2,20,2004,3,7,1.14,0,0,0.0,592
Bae Yong-joon to Manabu Kankokugo DS,4,2009,6,58,0.03,0,0,0.0,493
Super Monkey Ball: Step & Roll,1,2010,9,8,0.39,0,0,0.0,113
Self-Defense Training Camp,5,2011,1,5,0.12,12,3,13.0,450
NASCAR 09,7,2008,3,7,0.53,57,1,3.95,10165
Style Savvy: Trendsetters,11,2012,8,0,0.73,155,1,42.0,3332
NHL 09,6,2008,1,7,0.33,35,4,47.85,25
Harvest Moon: The Tale of Two Towns,4,2010,8,77,0.55,457,1,37.75,36
The King of Fighters '98: Dream Match Never Ends,13,1999,10,225,0.08,0,0,0.0,8993
Pac-Man World 2,20,2002,9,0,0.37,32,1,41.15,149
Ninja Gaiden Black,14,2005,9,1,0.09,225,2,51.35,149
Crash Nitro Kart,14,2003,3,23,0.31,67,1,39.45,592
Nicktoons: MLB,1,2011,1,2,0.14,337,1,0.0,6
Kiniro no Corda 3,7,2010,11,48,0.03,0,0,0.0,3650
Atari Anthology,7,2004,6,10,0.4,80,1,35.15,78
Wall-E,1,2008,2,28,1.01,172,1,27.3,976
UnchainBlades EXXiV,11,2012,4,242,0.02,0,0,0.0,167
Millipede / Super Breakout / Lunar Lander,9,2005,6,84,0.04,1261,1,0.0,17
Summon Night 4,7,2006,4,56,0.18,0,0,0.0,56
SoulCalibur V,5,2012,10,25,0.58,489,3,41.6,220
The Legend of Heroes: Trails in the Sky SC Evolution,23,2015,4,274,0.03,0,0,0.0,14
Need for Speed: Porsche Unleashed,9,2004,3,84,0.48,645,1,34.9,2413
Sword Art Online: Hollow Realization,23,2016,4,25,0.15,247,3,33.5,14
Madden NFL 17,10,2016,1,7,1.75,18,1,43.45,170
Batman: Arkham Asylum,5,2009,9,21,3.48,54,3,50.35,220
Rock Band Track Pack: Classic Rock,6,2009,6,31,0.11,58,3,0.0,229
Star Trek: Shattered Universe,14,2004,8,63,0.04,1246,1,22.5,784
Just Cause 3,10,2015,9,15,1.86,214,2,39.75,661
Cubivore: Survival of the Fittest,20,2002,11,0,0.17,0,1,39.75,812
Call of Juarez: The Cartel,15,2011,7,5,0.11,12,2,27.15,260
Cars,4,2006,3,28,0.97,193,1,28.05,2490
Mission: Impossible - Operation Surma,7,2003,2,10,0.28,251,3,35.9,728
NCAA Basketball 10,6,2009,1,7,0.33,35,1,41.4,25
Shonen Jump's One Piece: Grand Battle,7,2005,10,10,0.13,0,0,0.0,120
Yard Sale Hidden Treasures: Sunnyville,4,2010,5,14,0.11,69,4,0.0,430
Darksiders,15,2010,9,28,0.15,373,2,45.4,149
Pac-Man World Rally,20,2006,3,25,0.08,776,1,32.4,592
Star Wars: The Force Unleashed,5,2008,9,18,2.77,143,3,39.85,220
NHL 2005,7,2004,1,7,0.45,18,1,41.65,379
Razor Freestyle Scooter,9,2001,1,5,0.01,0,0,0.0,106
World Championship Poker: Featuring Howard Lederer - All In,7,2006,6,60,1.68,0,0,0.0,78
Rogue Ops,20,2003,9,188,0.05,919,2,32.5,149
Call of Juarez: The Cartel,6,2011,7,5,0.29,171,2,25.25,73
Counter-Strike: Source,15,2004,7,23,0.08,77,2,48.45,260
Power Pro Kun Pocket 14,4,2011,1,14,0.12,0,0,0.0,50
Backyard NFL Football,9,2002,1,52,0.56,0,0,0.0,106
uDraw Studio: Instant Artist,1,2011,6,28,0.17,166,1,0.0,205
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,4,2008,4,197,0.07,0,0,0.0,12
"Ed, Edd n Eddy: The Mis-Edventures",7,2005,2,39,0.41,250,1,28.8,728
Forza Motorsport 2,5,2007,3,1,4.05,53,1,49.15,435
NASCAR 07,7,2006,3,7,0.11,57,1,38.45,10165
 Beyblade Burst,11,2016,4,242,0.03,0,0,0.0,167
NBA 2K13,5,2012,1,2,3.0,83,1,47.6,450
3D Lemmings,13,1995,5,85,0.06,0,0,0.0,371
Age of Empires III: Complete Collection,15,2009,12,1,0.17,376,3,4.25,530
Shrek the Third,1,2007,9,4,0.28,186,4,31.85,113
Metal Gear Solid: Portable Ops Plus,17,2007,9,14,0.69,45,3,36.25,149
Treasures of the Deep,13,1997,9,25,0.19,0,0,0.0,149
SingStar Latino,6,2009,6,3,0.11,223,3,0.0,229
Doraemon,2,1986,9,68,1.15,0,0,0.0,11
Army Men: Sarge's War,20,2004,7,63,0.15,733,3,31.35,260
Rugby World Cup 2015,6,2015,1,5,0.06,254,1,0.0,25
Speed Racer: The Videogame,1,2008,3,19,0.4,0,0,0.0,1392
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,4,2010,6,25,0.02,0,0,0.0,493
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,4,2008,6,366,0.01,0,0,0.0,493
The King of Fighters '95 (CD),27,1994,10,244,0.23,0,0,0.0,8993
Homeworld Remastered Collection,15,0,12,0,0.01,100,4,47.1,530
Animaniacs: The Great Edgar Hunt,20,2005,2,153,0.03,634,1,32.5,592
Texas Hold 'Em Poker,9,2004,6,35,0.61,561,1,27.9,17
Robotech: Invasion,14,2004,7,63,0.05,558,3,29.5,260
Patapon 3,17,2011,6,3,0.27,233,1,40.6,209
Dead Space,15,2008,9,7,0.59,97,2,47.0,149
MLB SlugFest 20-04,20,2003,1,39,0.04,162,1,38.0,960
Astroblast,16,1981,9,140,0.31,0,0,0.0,149
Battlefield: Bad Company 2,15,2010,7,7,0.72,29,2,47.65,260
Pharaoh,15,1998,12,23,0.02,1522,1,4.3,530
Sakura Wars: Atsuki Chishio Ni,7,2003,4,8,0.24,0,0,0.0,56
Off-Road Drive,15,2011,3,431,0.04,1499,0,33.2,592
Memories Off #5: Togireta Film,17,2009,11,357,0.01,0,0,0.0,812
Tom Clancy's EndWar,5,2008,12,5,0.91,149,3,42.1,126
Junior Mystery Quest,4,2011,5,98,0.08,1306,1,0.0,430
High Velocity Bowling,6,2010,1,3,0.15,313,4,37.05,25
Jeremy McGrath Supercross 2000,12,1999,3,30,0.29,0,0,0.0,592
Batman: Arkham Origins,5,2013,9,19,1.88,177,3,40.75,220
Guitar Hero: Aerosmith,6,2008,6,4,0.99,60,3,37.5,229
50 Cent: Bulletproof,17,2006,9,23,0.08,0,0,0.0,149
RR64: Ridge Racer 64,12,1999,3,0,0.4,0,0,0.0,592
Desert Falcon,16,1987,7,10,0.26,0,0,0.0,260
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,17,2010,11,436,0.02,0,0,0.0,812
BioShock 2,15,0,7,2,0.24,183,2,48.0,260
My Farm Around the World,4,2008,8,10,0.12,1173,1,0.0,36
Ys Seven,17,2009,4,251,0.23,899,3,43.75,14
Tao Adventure: Curse Demon,4,2005,4,14,0.04,0,0,0.0,12
The House of the Dead,24,1997,7,8,0.13,0,0,0.0,260
The Secret Saturdays: Beasts of the 5th Sun,7,2009,9,58,0.15,337,4,0.0,28
Adventure Time: The Secret of the Nameless ,11,2014,11,241,0.02,0,0,0.0,29
Durarara!! 3-way Standoff,17,2010,11,430,0.05,0,0,0.0,812
Deal or No Deal: Special Edition,4,2010,6,74,0.03,713,1,0.0,493
Army Men: Major Malfunction,14,2006,7,63,0.02,449,3,20.0,260
Disney Sing It! High School Musical 3: Senior Year,5,2009,6,32,0.1,0,0,0.0,3840
Homie Rollerz,4,2008,3,160,0.07,244,1,12.7,2490
Iron Storm,24,1995,7,8,0.34,0,0,0.0,260
Madden NFL 16,10,2015,1,7,3.24,18,1,44.45,170
Overlord: Dark Legend,1,2009,9,34,0.37,342,3,37.95,113
Tsukigime Ranko's Longest Day,6,2014,9,25,0.01,0,0,0.0,104
The Secret World,15,2012,4,285,0.17,1029,2,41.1,14
Crysis 2,6,2011,9,7,1.29,297,2,46.1,104
Muv-Luv Alternative: Total Eclipse,6,2013,8,357,0.03,0,0,0.0,485
Nanostray 2,4,2008,7,34,0.05,659,1,41.4,148
Super Robot Taisen A,9,2001,12,56,0.36,0,0,0.0,259
Knockout Kings 2001,13,2000,10,7,0.41,18,3,46.25,8993
The King of Fighters '99,13,2000,10,244,0.11,1192,3,4.45,8993
The Lord of the Rings: The Battle for Middle-Earth II,5,2006,12,7,0.05,36,3,43.25,126
Dorabase 2: Nettou Ultra Stadium,4,2009,1,25,0.12,0,0,0.0,50
Sega GT 2002,14,2002,3,8,0.19,719,1,45.1,592
Castlevania: Lords of Shadow - Mirror of Fate,11,2013,9,14,0.15,0,0,0.0,1591
Saru! Get You! Million Monkeys,7,0,2,53,0.12,0,0,0.0,728
Tony Hawk's Pro Skater 2,9,2001,1,4,1.18,67,1,51.25,106
American Chopper 2: Full Throttle,14,2005,3,84,0.05,696,3,0.0,592
Mia Hamm Soccer 64,12,2000,1,28,0.07,0,0,0.0,960
Aliens versus Predator: Extinction,14,2003,12,7,0.08,985,3,35.85,530
Active Life: Outdoor Challenge,1,2008,1,10,1.54,199,1,38.55,6
Sakura-Sou no Pet na Kanojo,17,2013,11,274,0.01,0,0,0.0,812
Harry Potter and the Goblet of Fire,17,2005,9,7,0.19,22,4,38.7,149
NCAA Football 07,7,2006,1,7,1.7,18,1,47.8,379
Final Fantasy X,7,2001,4,3,8.05,14,3,50.35,56
Call of Duty: Black Ops II,15,2012,7,4,1.53,6,2,39.1,260
Goosebumps HorrorLand,7,2008,11,118,0.07,857,4,0.0,3650
Left 4 Dead 2,15,2009,7,50,0.36,77,2,48.75,260
Yanya Caballista: City Skater,7,2001,1,48,0.05,836,1,32.15,379
Thomas & Friends: Hero of the Rails,4,2010,6,53,0.08,0,0,0.0,493
Pro Yaky? Spirits 6,7,2009,1,14,0.13,0,0,0.0,379
Shadow Ops: Red Mercury,14,2004,7,10,0.15,1077,3,33.55,260
Mega Man X3,8,1995,9,151,0.35,0,0,0.0,87
The Spiderwick Chronicles,5,2008,9,23,0.11,65,4,29.5,220
Cartoon Network Collection: Game Boy Advance Video Special Edition,9,2005,6,0,0.15,0,0,0.0,17
Ao no Exorcist: Genkoku no Labyrinth,17,2012,9,25,0.04,0,0,0.0,149
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,17,2008,8,532,0.02,0,0,0.0,784
ASH: Archaic Sealed Heat,4,2007,4,0,0.12,433,4,0.0,12
Virtua Cop,24,1995,7,8,0.62,0,0,0.0,260
Parodius,24,1995,7,14,0.17,0,0,0.0,260
Black/Matrix,24,1998,12,245,0.08,0,0,0.0,530
Mortal Kombat 3,21,1994,10,30,1.34,0,0,0.0,8993
Assassin's Creed III,5,2012,9,5,5.29,12,2,45.35,220
Mystery Case Files: Ravenhearst,15,2007,5,82,0.03,1534,4,0.0,371
Metal Slug XX,17,2009,7,332,0.04,775,3,36.55,260
Pro Evolution Soccer 2012,1,2011,9,14,0.21,69,1,43.0,113
The Treasures of Montezuma,4,2010,5,276,0.04,1477,1,0.0,430
Disney's DuckTales,2,1989,2,12,1.67,0,0,0.0,262
Hanayori Danshi: Koi Seyo Onago,4,2008,11,14,0.04,0,0,0.0,37
Pro Evolution Soccer,7,2001,1,14,1.75,0,0,0.0,379
Knight's Apprentice: Memorick's Adventures,14,2004,9,361,0.02,1228,3,28.75,149
The Adventures of Cookie & Cream,7,2000,5,87,0.18,0,0,0.0,105
Buzz! The Ultimate Music Quiz,6,2010,6,3,0.33,0,0,0.0,229
Street Fighter Alpha: Warriors' Dreams,24,1996,10,12,0.35,0,0,0.0,8993
James Bond 007: Agent Under Fire,7,2001,7,7,3.53,97,3,39.95,41
Persona 4: Arena Ultimax,6,2014,10,91,0.14,496,3,46.05,1498
Megamind: Ultimate Showdown,6,2010,9,28,0.15,1080,4,23.6,104
Summon Night: Twin Age,4,2007,4,56,0.13,1115,4,40.1,12
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,4,2008,11,14,0.29,0,0,0.0,37
Echo Night Beyond,7,2004,11,235,0.04,163,3,34.4,3650
Botanicula,15,2012,11,400,0.03,1211,0,45.15,812
Dungeon Hunter Alliance,23,2012,9,5,0.2,12,3,27.7,149
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,20,2005,9,14,0.12,69,4,28.5,149
Tenchi Muyou! Ryoukouki Gokuraku,24,1995,11,420,0.06,0,0,0.0,812
Summer Sports: Paradise Island (Others sales),1,2008,1,5,0.67,0,0,0.0,6
NHL FaceOff,13,1994,1,3,0.45,0,0,0.0,960
Imabikisou,6,2007,11,8,0.04,0,0,0.0,143
International Superstar Soccer 2000 (All region sales),12,1999,1,14,0.51,0,0,0.0,960
The History Channel: Great Battles - Medieval,5,2010,12,328,0.13,0,0,0.0,126
The LEGO Movie Videogame,15,2014,9,19,0.06,182,4,37.4,149
Beyblade VForce: Ultimate Blader Jam,9,2003,9,10,0.73,497,1,0.0,179
We Love Golf!,1,2007,1,12,0.24,0,0,0.0,6
Shinobi,11,2011,2,8,0.22,243,3,38.15,1379
Dream C Club Portable,17,2010,8,58,0.06,0,0,0.0,784
Battle & Get! Pokemon Typing DS,4,2011,6,0,0.29,0,0,0.0,493
Super Mario Land 2: 6 Golden Coins,3,1992,11,0,11.18,0,0,0.0,93
Secret Agent Barbie: Royal Jewels Mission,9,2002,2,23,0.78,476,1,35.5,636
Kids Learn Music A+ Edition,4,2011,6,53,0.04,0,0,0.0,493
From Russia With Love,14,2005,9,7,0.2,22,3,39.9,149
Marvel vs. Capcom 2: New Age of Heroes,7,2002,10,12,0.76,0,0,0.0,120
Winter Stars,6,2011,1,41,0.08,335,1,26.5,25
SPRay,1,2008,9,48,0.04,1035,4,23.25,113
G-Force,5,2009,9,32,0.17,103,4,37.5,220
Guitar Hero: World Tour,6,2008,6,4,1.92,60,3,45.75,229
Naruto: Ninja Destiny (US sales),4,2006,10,25,0.3,0,0,0.0,1056
Dual Heroes,12,1997,10,68,0.05,0,0,0.0,8993
Home Run,16,0,1,10,0.15,0,0,0.0,960
NBA 2K17,5,2016,1,2,0.12,737,1,1.7,450
Ace Combat 04: Shattered Skies,7,2001,8,16,3.17,32,1,49.05,1401
Cabela's Outdoor Adventures (2006),7,2005,1,84,0.35,287,3,4.45,379
FIFA Street,5,2012,1,7,0.89,18,1,41.85,450
Tetris Worlds,20,2002,5,28,0.22,311,1,26.3,371
Turbo: Super Stunt Squad,5,2013,1,58,0.01,417,1,2.25,450
Crisis Core: Final Fantasy VII,17,2007,4,15,3.18,46,3,45.5,14
Pac-Man All-Stars,6,2011,10,25,0.35,0,0,0.0,1498
Gauntlet: Seven Sorrows,14,2005,4,39,0.18,162,3,34.4,14
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,10,2016,6,25,0.02,0,0,0.0,53
Harvest Moon: More Friends of Mineral Town,9,2003,8,5,0.2,91,1,45.6,236
Luxor 3,1,2008,5,232,0.17,802,1,0.0,58
Eve: Burst Error R,23,2016,9,581,0.01,0,0,0.0,149
Sonic Colors,4,2010,2,8,1.29,117,1,43.45,4858
Winx Club: Rockstars,4,2010,11,25,0.02,1592,1,0.0,37
SpongeBob vs The Big One: Beach Party Cook Off,4,2009,11,28,0.39,166,1,0.0,37
"Crouching Tiger, Hidden Dragon",7,2003,9,5,0.13,346,3,25.85,28
Kelly Slater's Pro Surfer,9,2002,1,4,0.13,855,1,36.0,106
Psychic Detective,13,1995,11,7,0.01,0,0,0.0,812
Yu-Gi-Oh! 5D's Wheelie Breakers,1,2009,3,14,0.1,0,0,0.0,1392
LEGO Star Wars III: The Clone Wars,6,2011,9,18,1.16,50,4,41.65,104
Midnight Club 3: DUB Edition (America weekly sales),7,2005,3,2,1.29,0,0,0.0,10165
Jake Power: Fireman,4,2008,11,5,0.48,239,1,0.0,37
Gundam Memories: Tatakai no Kioku,17,2011,9,25,0.12,0,0,0.0,149
Fatal Fury,8,1992,10,152,0.39,0,0,0.0,1405
Madden NFL 08,17,2007,1,7,0.71,57,1,40.9,960
Doom II: Hell on Earth,9,2002,7,4,0.04,0,0,0.0,63
Hell's Kitchen: The Game,1,2008,8,5,0.33,0,0,0.0,27
Front Mission: Gun Hazard,8,1996,4,9,0.24,0,0,0.0,57
GoldenEye: Rogue Agent,14,2004,7,7,0.49,36,3,34.1,260
Bookworm,9,2004,5,53,0.03,364,1,31.0,83
The Saboteur,15,2009,9,7,0.06,93,2,42.0,149
Mahou Sensei Negima!? Neo-Pactio Fight!!,1,2007,10,214,0.01,0,0,0.0,128
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,4,2010,6,25,0.42,0,0,0.0,493
Penguins of Madagascar,19,2014,9,25,0.03,1291,1,2.6,149
Minecraft: Story Mode,18,2015,11,106,0.56,0,0,0.0,812
Dance Paradise,5,2010,6,51,0.12,1168,3,29.5,3840
Dragon Ball: Origins,4,2008,9,10,0.12,488,3,42.75,157
Railfan,6,2006,8,576,0.01,0,0,0.0,485
Turok 2: Seeds of Evil,12,1997,2,30,1.86,0,0,0.0,592
Ochaken no Heya DS,4,2006,8,329,0.12,0,0,0.0,36
Lost: Via Domus,5,2008,9,5,0.58,52,3,30.7,220
Water Sports,1,2009,9,194,0.1,242,1,0.0,113
Little Busters! Converted Edition,23,2012,9,436,0.03,0,0,0.0,149
Barnyard,7,2006,9,28,0.09,410,4,35.35,28
Carnival,16,1981,7,69,0.34,0,0,0.0,260
The Da Vinci Code,14,2006,9,2,0.04,105,3,27.4,149
Mega Man Soccer,8,1993,1,12,0.18,0,0,0.0,24
LEGO Jurassic World,10,2015,9,19,0.9,182,4,38.5,661
Vagrant Story,13,2000,4,67,0.87,14,3,50.15,14
Gundam Battle Royale,17,2006,9,25,0.12,0,0,0.0,149
All Grown Up! Express Yourself,9,2004,6,28,0.18,0,0,0.0,17
One Piece: Pirate Warriors 2,6,2013,9,25,0.66,188,3,39.4,104
Bassmasters 2000,12,1999,1,28,0.14,0,0,0.0,960
Mister Mosquito,7,2001,7,21,0.28,844,3,34.95,41
Little League World Series Baseball: Double Play,1,2010,1,4,0.08,242,1,0.0,6
