Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao,Agrupamento
Knockout Kings 2001,13,2000,10,7,0.41,18,3,46.25,192
The King of Fighters '99,13,2000,10,244,0.11,1192,3,4.45,192
The Lord of the Rings: The Battle for Middle-Earth II,5,2006,12,7,0.05,36,3,43.25,371
Dorabase 2: Nettou Ultra Stadium,4,2009,1,25,0.12,0,0,0.0,65
Sega GT 2002,14,2002,3,8,0.19,719,1,45.1,60
Castlevania: Lords of Shadow - Mirror of Fate,11,2013,9,14,0.15,0,0,0.0,48
Saru! Get You! Million Monkeys,7,0,2,53,0.12,0,0,0.0,154
Tony Hawk's Pro Skater 2,9,2001,1,4,1.18,67,1,51.25,113
American Chopper 2: Full Throttle,14,2005,3,84,0.05,696,3,0.0,60
Mia Hamm Soccer 64,12,2000,1,28,0.07,0,0,0.0,605
Aliens versus Predator: Extinction,14,2003,12,7,0.08,985,3,35.85,798
Active Life: Outdoor Challenge,1,2008,1,10,1.54,199,1,38.55,6
Sakura-Sou no Pet na Kanojo,17,2013,11,274,0.01,0,0,0.0,76
Harry Potter and the Goblet of Fire,17,2005,9,7,0.19,22,4,38.7,34
NCAA Football 07,7,2006,1,7,1.7,18,1,47.8,3
Final Fantasy X,7,2001,4,3,8.05,14,3,50.35,148
Call of Duty: Black Ops II,15,2012,7,4,1.53,6,2,39.1,498
Goosebumps HorrorLand,7,2008,11,118,0.07,857,4,0.0,1
Left 4 Dead 2,15,2009,7,50,0.36,77,2,48.75,498
Yanya Caballista: City Skater,7,2001,1,48,0.05,836,1,32.15,3
Thomas & Friends: Hero of the Rails,4,2010,6,53,0.08,0,0,0.0,38
Pro Yaky? Spirits 6,7,2009,1,14,0.13,0,0,0.0,3
Shadow Ops: Red Mercury,14,2004,7,10,0.15,1077,3,33.55,100
Mega Man X3,8,1995,9,151,0.35,0,0,0.0,236
The Spiderwick Chronicles,5,2008,9,23,0.11,65,4,29.5,83
Cartoon Network Collection: Game Boy Advance Video Special Edition,9,2005,6,0,0.15,0,0,0.0,104
Ao no Exorcist: Genkoku no Labyrinth,17,2012,9,25,0.04,0,0,0.0,34
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,17,2008,8,532,0.02,0,0,0.0,71
ASH: Archaic Sealed Heat,4,2007,4,0,0.12,433,4,0.0,12
Virtua Cop,24,1995,7,8,0.62,0,0,0.0,346
Parodius,24,1995,7,14,0.17,0,0,0.0,346
Black/Matrix,24,1998,12,245,0.08,0,0,0.0,673
Mortal Kombat 3,21,1994,10,30,1.34,0,0,0.0,1745
Assassin's Creed III,5,2012,9,5,5.29,12,2,45.35,83
Mystery Case Files: Ravenhearst,15,2007,5,82,0.03,1534,4,0.0,528
Metal Slug XX,17,2009,7,332,0.04,775,3,36.55,210
Pro Evolution Soccer 2012,1,2011,9,14,0.21,69,1,43.0,106
The Treasures of Montezuma,4,2010,5,276,0.04,1477,1,0.0,88
Disney's DuckTales,2,1989,2,12,1.67,0,0,0.0,262
Hanayori Danshi: Koi Seyo Onago,4,2008,11,14,0.04,0,0,0.0,167
Pro Evolution Soccer,7,2001,1,14,1.75,0,0,0.0,3
Knight's Apprentice: Memorick's Adventures,14,2004,9,361,0.02,1228,3,28.75,84
The Adventures of Cookie & Cream,7,2000,5,87,0.18,0,0,0.0,277
Buzz! The Ultimate Music Quiz,6,2010,6,3,0.33,0,0,0.0,229
Street Fighter Alpha: Warriors' Dreams,24,1996,10,12,0.35,0,0,0.0,1136
James Bond 007: Agent Under Fire,7,2001,7,7,3.53,97,3,39.95,41
Persona 4: Arena Ultimax,6,2014,10,91,0.14,496,3,46.05,53
Megamind: Ultimate Showdown,6,2010,9,28,0.15,1080,4,23.6,17
Summon Night: Twin Age,4,2007,4,56,0.13,1115,4,40.1,12
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,4,2008,11,14,0.29,0,0,0.0,167
Echo Night Beyond,7,2004,11,235,0.04,163,3,34.4,1
Botanicula,15,2012,11,400,0.03,1211,0,45.15,124
Dungeon Hunter Alliance,23,2012,9,5,0.2,12,3,27.7,153
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,20,2005,9,14,0.12,69,4,28.5,291
Tenchi Muyou! Ryoukouki Gokuraku,24,1995,11,420,0.06,0,0,0.0,473
Summer Sports: Paradise Island (Others sales),1,2008,1,5,0.67,0,0,0.0,6
NHL FaceOff,13,1994,1,3,0.45,0,0,0.0,42
Imabikisou,6,2007,11,8,0.04,0,0,0.0,103
International Superstar Soccer 2000 (All region sales),12,1999,1,14,0.51,0,0,0.0,605
The History Channel: Great Battles - Medieval,5,2010,12,328,0.13,0,0,0.0,371
The LEGO Movie Videogame,15,2014,9,19,0.06,182,4,37.4,68
Beyblade VForce: Ultimate Blader Jam,9,2003,9,10,0.73,497,1,0.0,179
We Love Golf!,1,2007,1,12,0.24,0,0,0.0,6
Shinobi,11,2011,2,8,0.22,243,3,38.15,297
Dream C Club Portable,17,2010,8,58,0.06,0,0,0.0,71
Battle & Get! Pokemon Typing DS,4,2011,6,0,0.29,0,0,0.0,38
Super Mario Land 2: 6 Golden Coins,3,1992,11,0,11.18,0,0,0.0,167
Secret Agent Barbie: Royal Jewels Mission,9,2002,2,23,0.78,476,1,35.5,11
Kids Learn Music A+ Edition,4,2011,6,53,0.04,0,0,0.0,38
From Russia With Love,14,2005,9,7,0.2,22,3,39.9,84
Marvel vs. Capcom 2: New Age of Heroes,7,2002,10,12,0.76,0,0,0.0,239
Winter Stars,6,2011,1,41,0.08,335,1,26.5,205
SPRay,1,2008,9,48,0.04,1035,4,23.25,106
G-Force,5,2009,9,32,0.17,103,4,37.5,83
Guitar Hero: World Tour,6,2008,6,4,1.92,60,3,45.75,229
Naruto: Ninja Destiny (US sales),4,2006,10,25,0.3,0,0,0.0,856
Dual Heroes,12,1997,10,68,0.05,0,0,0.0,1234
Home Run,16,0,1,10,0.15,0,0,0.0,363
NBA 2K17,5,2016,1,2,0.12,737,1,1.7,58
Ace Combat 04: Shattered Skies,7,2001,8,16,3.17,32,1,49.05,8
Cabela's Outdoor Adventures (2006),7,2005,1,84,0.35,287,3,4.45,3
FIFA Street,5,2012,1,7,0.89,18,1,41.85,58
Tetris Worlds,20,2002,5,28,0.22,311,1,26.3,2002
Turbo: Super Stunt Squad,5,2013,1,58,0.01,417,1,2.25,58
Crisis Core: Final Fantasy VII,17,2007,4,15,3.18,46,3,45.5,2
Pac-Man All-Stars,6,2011,10,25,0.35,0,0,0.0,53
Gauntlet: Seven Sorrows,14,2005,4,39,0.18,162,3,34.4,515
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,10,2016,6,25,0.02,0,0,0.0,1498
Harvest Moon: More Friends of Mineral Town,9,2003,8,5,0.2,91,1,45.6,87
Luxor 3,1,2008,5,232,0.17,802,1,0.0,450
Eve: Burst Error R,23,2016,9,581,0.01,0,0,0.0,153
Sonic Colors,4,2010,2,8,1.29,117,1,43.45,80
Winx Club: Rockstars,4,2010,11,25,0.02,1592,1,0.0,167
SpongeBob vs The Big One: Beach Party Cook Off,4,2009,11,28,0.39,166,1,0.0,167
"Crouching Tiger, Hidden Dragon",7,2003,9,5,0.13,346,3,25.85,63
Kelly Slater's Pro Surfer,9,2002,1,4,0.13,855,1,36.0,113
Psychic Detective,13,1995,11,7,0.01,0,0,0.0,161
Yu-Gi-Oh! 5D's Wheelie Breakers,1,2009,3,14,0.1,0,0,0.0,23
LEGO Star Wars III: The Clone Wars,6,2011,9,18,1.16,50,4,41.65,17
Midnight Club 3: DUB Edition (America weekly sales),7,2005,3,2,1.29,0,0,0.0,9
Jake Power: Fireman,4,2008,11,5,0.48,239,1,0.0,167
Gundam Memories: Tatakai no Kioku,17,2011,9,25,0.12,0,0,0.0,34
Fatal Fury,8,1992,10,152,0.39,0,0,0.0,370
Madden NFL 08,17,2007,1,7,0.71,57,1,40.9,16
Doom II: Hell on Earth,9,2002,7,4,0.04,0,0,0.0,28
Hell's Kitchen: The Game,1,2008,8,5,0.33,0,0,0.0,24
Front Mission: Gun Hazard,8,1996,4,9,0.24,0,0,0.0,36
GoldenEye: Rogue Agent,14,2004,7,7,0.49,36,3,34.1,100
Bookworm,9,2004,5,53,0.03,364,1,31.0,220
The Saboteur,15,2009,9,7,0.06,93,2,42.0,68
Mahou Sensei Negima!? Neo-Pactio Fight!!,1,2007,10,214,0.01,0,0,0.0,170
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,4,2010,6,25,0.42,0,0,0.0,38
Penguins of Madagascar,19,2014,9,25,0.03,1291,1,2.6,164
Minecraft: Story Mode,18,2015,11,106,0.56,0,0,0.0,1361
Dance Paradise,5,2010,6,51,0.12,1168,3,29.5,30
Dragon Ball: Origins,4,2008,9,10,0.12,488,3,42.75,26
Railfan,6,2006,8,576,0.01,0,0,0.0,349
Turok 2: Seeds of Evil,12,1997,2,30,1.86,0,0,0.0,377
Ochaken no Heya DS,4,2006,8,329,0.12,0,0,0.0,57
Lost: Via Domus,5,2008,9,5,0.58,52,3,30.7,83
Water Sports,1,2009,9,194,0.1,242,1,0.0,106
Little Busters! Converted Edition,23,2012,9,436,0.03,0,0,0.0,153
Barnyard,7,2006,9,28,0.09,410,4,35.35,63
Carnival,16,1981,7,69,0.34,0,0,0.0,1151
The Da Vinci Code,14,2006,9,2,0.04,105,3,27.4,84
Mega Man Soccer,8,1993,1,12,0.18,0,0,0.0,27
LEGO Jurassic World,10,2015,9,19,0.9,182,4,38.5,32
Vagrant Story,13,2000,4,67,0.87,14,3,50.15,137
Gundam Battle Royale,17,2006,9,25,0.12,0,0,0.0,34
All Grown Up! Express Yourself,9,2004,6,28,0.18,0,0,0.0,104
One Piece: Pirate Warriors 2,6,2013,9,25,0.66,188,3,39.4,17
Bassmasters 2000,12,1999,1,28,0.14,0,0,0.0,605
Mister Mosquito,7,2001,7,21,0.28,844,3,34.95,41
Little League World Series Baseball: Double Play,1,2010,1,4,0.08,242,1,0.0,6
The LEGO Movie Videogame,5,2014,9,19,1.27,182,4,38.1,83
My Ballet Studio,4,2009,8,11,0.02,666,1,0.0,57
Lost Kingdoms,20,2002,4,4,0.17,163,3,40.0,13
Avatar: The Game,15,2009,9,5,0.04,0,0,0.0,68
Chronicles of Mystery: The Secret Tree of Life,4,2011,11,86,0.07,347,4,39.0,167
Super Street Fighter IV: 3D Edition,11,2011,10,12,1.21,48,3,46.55,21
Atelier Firis: The Alchemist of the Mysterious Journey,23,2016,4,48,0.02,0,0,0.0,81
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",4,2005,6,11,0.07,0,0,0.0,38
Guardian Heroes,24,1995,4,8,0.29,0,0,0.0,4211
New International Track & Field,4,2008,1,14,0.08,0,0,0.0,65
Clover no Kuni no Alice: Wonderful Wonder World,17,2011,11,500,0.02,0,0,0.0,76
Star Wars: Battlefront,7,2004,7,18,3.61,93,3,45.35,41
Happy Dance Collection,1,2008,6,25,0.01,0,0,0.0,25
Kangokutou Mary Skelter,23,2016,4,266,0.03,0,0,0.0,81
Tennis no Oji-Sama: Card Hunter,7,2007,12,14,0.02,0,0,0.0,260
Looney Tunes: Back in Action,20,2003,2,19,0.17,634,1,34.5,4
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,7,2004,9,28,0.5,166,1,36.15,63
UNO 52,4,2006,6,84,0.02,375,1,0.0,38
Triggerheart Excelica Enhanced,7,2009,7,79,0.02,0,0,0.0,41
Easy Piano,4,2009,6,292,0.16,1046,1,26.0,38
My Healthy Cooking Coach,4,0,8,53,0.1,12,1,0.0,57
Call of Duty: Black Ops II,19,2012,7,4,0.41,6,2,43.95,31
Super Monkey Ball: Touch & Roll,4,2005,6,8,0.75,0,0,0.0,38
The King of Fighters '96,13,1997,10,244,0.08,0,0,0.0,192
Dream Day: Wedding Destinations,4,2009,8,28,0.08,166,1,0.0,57
JASF: Jane's Advanced Strike Fighters,5,2011,8,41,0.09,1200,3,24.75,373
IL-2 Sturmovik: Forgotten Battles,15,2003,8,5,0.02,1596,3,47.3,199
NFL Blitz 2000,12,1999,1,39,0.58,0,0,0.0,605
Goat Simulator,18,2016,8,101,0.01,1684,3,29.65,5529
Bullet Witch,5,2006,7,10,0.1,267,2,30.55,105
Combat Wings: The Great Battles of WWII,1,0,8,86,0.03,347,0,0.0,24
Hard Hitter Tennis,7,2001,1,162,0.3,816,1,0.0,3
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,20,2004,9,28,0.28,166,1,32.5,291
Taiko Drum Master: Tokumori!,19,2014,6,25,0.11,0,0,0.0,119
Phantasy Star Portable 2,17,2009,4,8,0.87,418,3,38.55,2
Driver: San Francisco,5,2011,3,5,0.7,416,3,43.8,575
Midway Arcade Treasures,14,2003,6,39,0.43,162,3,37.0,33
Amped 3,5,2005,1,2,0.16,564,3,39.55,58
Balloon Pop 2,11,2012,5,282,0.01,1018,1,0.0,1717
Fight Night Round 4,5,2009,10,7,1.4,35,3,47.55,279
Doctor Who: Evacuation Earth,4,2010,11,280,0.15,0,0,0.0,167
Darksiders II,5,2012,9,28,0.79,373,2,45.5,83
Madden NFL 06,14,2005,1,7,1.86,18,1,46.35,253
Teenage Mutant Ninja Turtles,14,2003,9,14,0.3,69,1,32.2,84
Little League World Series Baseball 2010,5,2010,1,4,0.1,301,1,27.5,58
Rooms: The Main Building,4,2010,11,0,0.5,640,1,28.0,167
Imagine: Soccer Captain,4,2009,1,5,0.1,390,1,0.0,65
Yoostar2,6,2011,6,53,0.1,434,3,27.0,229
Up,17,2009,9,28,0.41,452,1,0.0,34
Final Fantasy XI,5,2006,4,15,0.19,46,3,36.25,430
Aibou DS,4,2009,11,48,0.08,0,0,0.0,167
Pimp My Ride: Street Racing,4,2009,3,4,0.03,329,1,0.0,1922
BlazBlue: Calamity Trigger,5,2009,10,148,0.36,496,3,47.25,279
Power Pro Kun Pocket 8,4,2005,1,14,0.14,0,0,0.0,65
Shadow of Rome,7,2005,9,12,0.27,48,2,41.65,63
Capcom Classics Collection Remixed,17,2006,6,12,0.3,80,3,39.5,67
The Sims 2: Ikea Home Stuff,15,2008,8,7,0.08,22,3,0.0,199
Carol Vorderman's Sudoku,7,2006,5,171,0.28,570,1,37.5,277
Metal Gear Solid V: Ground Zeroes,15,2014,9,14,0.01,45,2,43.8,68
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,7,2005,12,56,0.59,0,0,0.0,260
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,7,2005,6,8,0.13,0,0,0.0,73
Def Jam: Fight for NY,14,0,10,7,0.54,203,2,46.25,168
Ninja Blade,5,2009,9,1,0.33,163,2,37.4,83
That's So Raven,9,2004,11,32,0.76,67,1,23.3,1591
Disney's Donald Duck: Goin' Quackers,20,2002,2,5,0.04,52,1,32.0,4
Command & Conquer: Red Alert 3,15,2008,12,7,0.67,0,0,0.0,0
HSX HyperSonic.Xtreme,7,2002,3,162,0.51,630,1,30.7,9
Rune Factory: Tides of Destiny,6,2011,4,214,0.23,580,4,31.45,493
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,17,2008,11,560,0.02,0,0,0.0,76
Children of Mana,4,2006,4,0,0.48,340,4,35.5,12
SWAT 4,15,2005,7,23,0.03,207,2,46.8,498
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,11,2014,11,405,0.04,0,0,0.0,29
Irritating Stick,13,1998,9,553,0.02,0,0,0.0,176
The King of Fighters Collection: The Orochi Saga,17,2008,10,153,0.07,775,3,34.0,163
Ty the Tasmanian Tiger 2: Bush Rescue,20,2004,2,7,0.2,213,1,39.3,4
Touch Detective 2 1/2,4,2007,11,11,0.11,1213,1,33.5,167
FIFA 14,1,2013,1,7,0.38,35,1,2.15,6
Order Up!,1,2008,6,84,0.21,0,0,0.0,25
NHL 13,6,2012,1,7,0.64,22,4,45.4,205
Dokapon Journey,4,2008,4,322,0.05,541,4,33.5,12
Fight Night Champion,5,2011,10,7,0.78,35,2,46.7,279
Red Faction: Armageddon,5,2011,7,28,0.39,119,2,39.0,105
Atelier Escha & Logy: Alchemists of the Dusk Sky,6,2013,4,48,0.21,0,0,0.0,493
Sakura Wars,22,2000,11,8,0.11,0,0,0.0,662
SpongeBob SquarePants: Creature from the Krusty Krab,4,2006,2,28,0.49,278,1,31.65,80
Need for Speed: ProStreet,15,2007,3,7,0.04,107,4,37.95,208
Disney's American Dragon Jake Long: Attack of the Dark Dragon,4,2006,9,32,0.16,278,1,0.0,26
Ultimate Ghosts 'n Goblins (JP sales),17,2006,2,12,0.05,0,0,0.0,510
Pokemon Stadium,12,1999,12,0,5.45,0,0,0.0,530
Kane & Lynch 2: Dog Days,6,2010,7,15,0.59,0,0,0.0,78
Arctic Thunder,14,2001,3,39,0.12,748,3,28.5,60
The Elder Scrolls Online,10,2015,4,6,1.75,0,0,0.0,1056
Biker Mice From Mars,7,2006,3,102,0.06,696,4,13.5,9
Period Cube: Torikago no Amadeus,23,2016,9,323,0.01,0,0,0.0,153
Rayman Arena,20,2002,3,5,0.14,12,1,33.6,19
Momotarou Dentetsu 20-Shuunen,4,2008,6,68,0.32,0,0,0.0,38
Metal Max 4: Gekkou no Diva,11,2013,4,154,0.06,0,0,0.0,37
Rugrats: Royal Ransom,20,2002,2,28,0.17,260,1,3.35,4
"NewU Fitness First Mind Body, Yoga & Pilates Workout",1,2010,1,195,0.14,0,0,0.0,6
Tak 2: The Staff of Dreams,20,2004,2,28,0.33,260,1,41.8,4
World Cup of Pool,4,2009,1,162,0.06,1400,1,0.0,65
NBA Live 2000,13,1998,1,7,1.52,0,0,0.0,42
The Sims: Bustin' Out,14,2003,8,7,0.56,89,3,44.95,956
Colin McRae Rally 3,14,2002,3,34,0.04,294,1,46.7,60
Baroque,1,2008,4,70,0.07,1102,3,29.05,50
Monkey Island: Special Edition Collection,5,2011,11,4,0.06,0,0,0.0,213
Kinect Adventures!,5,2010,6,1,21.81,2,1,33.65,30
Silent Hill 4: The Room,14,2004,9,14,0.18,85,2,42.15,84
Mario Tennis,12,2000,1,0,2.32,0,0,0.0,605
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,7,2006,7,25,0.49,0,0,0.0,41
Atelier Iris 2: The Azoth Of Destiny,7,2005,4,48,0.06,690,4,37.9,148
Earth Defense Force 2017 Portable,23,2012,9,58,0.06,752,3,37.95,153
Freekstyle,9,2003,3,84,0.01,584,1,32.5,112
Mega Man Battle Network 5: Double Team DS (US sales),4,2005,4,0,0.06,0,0,0.0,12
Monster Hunter Diary: Poka Poka Airou Village DX,11,2015,9,12,0.14,0,0,0.0,48
Moto Racer World Tour,13,2000,3,3,0.38,0,0,0.0,98
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,13,2000,1,14,0.09,0,0,0.0,42
Hyperdimension Neptunia,6,2010,4,48,0.43,681,3,26.0,493
Lost: Via Domus,15,2008,9,5,0.02,52,3,29.0,68
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,11,2013,10,221,0.03,0,0,0.0,21
Darksiders II,6,2012,9,28,0.84,373,2,45.55,17
Charm Girls Club: My Fashion Mall,4,0,8,53,0.12,22,1,0.0,57
Shaun White Skateboarding,1,2010,1,5,0.18,52,4,29.5,6
FIFA Street 2,7,2006,1,7,0.37,35,1,33.35,3
FaceBreaker,6,2008,10,7,0.17,35,3,28.4,53
Def Jam Vendetta,20,2003,10,7,0.25,203,3,44.75,9695
Bejeweled 2 Deluxe,15,2006,5,82,0.02,364,1,0.0,528
Skylanders: Spyro's Adventure,11,2011,9,4,0.57,67,4,43.45,48
Final Fantasy X-2: International + Last Mission,7,2004,4,15,0.29,0,0,0.0,148
Tiny Toon Adventures: Wacky Stackers,9,2001,5,230,0.02,634,1,29.0,220
Madden NFL 09,5,2008,1,7,2.53,57,1,45.0,58
Shrek Super Party,14,2002,6,71,0.13,74,1,20.5,33
Metal Arms: Glitch in the System,14,2003,7,23,0.17,1028,3,45.35,100
FIFA 17,15,2016,1,7,0.12,27,1,44.1,15
Dino Crisis 2,13,2000,9,17,1.21,48,2,47.5,176
Pony Friends 2,1,2009,8,21,0.08,429,1,0.0,24
Nobunaga no Yabou: Kakushin with Power-Up Kit,7,2008,12,48,0.03,0,0,0.0,260
Horsez,4,2006,8,5,0.42,137,1,4.35,57
Atelier Firis: The Alchemist of the Mysterious Journey,10,2016,4,48,0.03,0,0,0.0,1056
Block Kuzushi,8,1995,5,446,0.05,0,0,0.0,96
Sleeping Dogs,18,2014,9,15,0.2,0,0,0.0,1030
NFL Head Coach,7,2006,1,7,0.45,57,1,36.45,3
Call of Duty: Black Ops 3,6,2015,7,4,1.69,0,0,0.0,78
Hotel Giant 2,15,2008,12,271,0.03,1521,1,30.25,0
Transformer: Rise of the Dark Spark (3DS),11,2014,4,4,0.07,0,0,0.0,37
Batman Forever: The Arcade Game,13,1996,9,30,0.03,0,0,0.0,176
SOCOM II: U.S. Navy SEALs,7,2003,7,3,2.94,92,2,48.0,41
Stellaris,15,2016,12,310,0.04,1340,0,43.0,0
Derby Stallion III,8,1995,1,49,1.15,0,0,0.0,27
Okashi na Shima no Peter Pan: Sweet Never Land,17,2011,11,500,0.02,0,0,0.0,76
Hakuouki: Reimeiroku,7,2010,11,323,0.05,0,0,0.0,1
Warriors of the Lost Empire (JP sales),17,2007,4,396,0.02,0,0,0.0,2
King Arthur,14,2004,9,14,0.05,213,3,30.5,84
X2: Wolverine's Revenge,20,2003,2,4,0.12,543,3,34.3,4
Big Mutha Truckers 2,7,2005,3,171,0.2,453,2,26.55,9
Shutter Island,15,2009,11,270,0.2,978,3,0.0,124
MotoGP 09/10,5,2010,3,12,0.17,925,1,37.35,575
Midway's Greatest Arcade Hits Volume 1,12,2000,6,39,0.24,0,0,0.0,639
Home Run King,20,2002,1,8,0.11,719,1,33.0,280
Diner Dash: Sizzle & Serve,4,2007,5,21,0.38,0,0,0.0,88
Kidou Senshi Gundam: Senjou no Kizuna Portable,17,2009,12,25,0.18,0,0,0.0,402
Metal Gear Ac!d 2,17,2005,12,14,0.18,0,0,0.0,402
Armored Core V,5,2012,8,25,0.21,163,3,37.6,373
Extra Bases,3,1990,1,25,0.33,0,0,0.0,1392
DJ Hero,1,2009,6,4,0.76,293,3,47.3,25
Rise of the Tomb Raider,18,2015,11,15,1.38,298,2,47.0,1361
International Superstar Soccer 2000,7,2000,1,14,0.2,0,0,0.0,3
 Fire Emblem Fates,11,2015,4,0,1.68,0,0,0.0,37
Cabbage Patch Kids: The Patch Puppy Rescue,9,2007,6,58,0.02,0,0,0.0,104
BIT.TRIP SAGA,11,2011,6,70,0.14,1125,1,41.4,143
Super Robot Taisen OG: Original Generations Gaiden,7,2007,12,56,0.3,0,0,0.0,260
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,1,2008,11,25,0.27,0,0,0.0,189
FIFA Soccer 07,7,2006,1,7,4.11,0,0,0.0,3
World Fantasista,7,2002,1,9,0.05,0,0,0.0,3
Dead or Alive Xtreme 3: Venus,23,2016,1,48,0.03,0,0,0.0,3299
Just Dance 2: Extra Songs,1,2011,6,5,0.2,0,0,0.0,25
Bass Pro Shops: The Strike,1,2009,1,166,0.48,486,1,3.8,6
River City Soccer Hooligans,4,2010,1,221,0.05,1466,3,0.0,65
Digimon World Re:Digitize,17,2012,9,25,0.22,0,0,0.0,34
Starsky & Hutch,20,2003,3,176,0.11,0,0,0.0,19
Space Camp,1,2009,9,4,0.13,641,1,3.1,106
Captain Tsubasa: New Kick Off,4,2010,1,14,0.08,0,0,0.0,65
The Sky Crawlers: Innocent Aces,1,2008,8,25,0.12,796,3,40.95,24
Ar tonelico 2: Melody of Metafalica,7,2007,4,131,0.18,0,0,0.0,148
Fracture,5,2008,7,18,0.33,351,3,34.6,105
Dai-4-Ji Super Robot Taisen,8,1995,12,56,0.38,0,0,0.0,784
Harvest Moon: Magical Melody,20,2005,8,5,0.24,468,1,45.95,2274
Sengoku Basara X,7,2008,10,12,0.05,0,0,0.0,239
D.C. III: Da Capo III,17,2013,11,274,0.03,0,0,0.0,76
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,17,2012,9,323,0.02,0,0,0.0,34
Marvel Avengers: Battle for Earth,19,2012,9,5,0.12,104,3,27.5,164
ESPN NFL Primetime 2002,14,2002,1,14,0.02,1636,1,28.5,253
GRID,4,0,3,34,0.05,717,1,43.55,1922
Tom Clancy's Ghost Recon: Future Soldier,15,2012,7,5,0.17,31,2,37.95,498
RockMan & Forte,8,1998,2,12,0.14,0,0,0.0,710
I Spy: Universe,4,2010,5,118,0.13,1138,1,0.0,88
Tokushu Houdoubu,23,2012,11,131,0.03,0,0,0.0,22
Contender 2,13,2000,10,76,0.55,598,3,0.0,192
Arc the Lad: End of Darkness,7,2004,4,3,0.06,747,3,31.6,148
Phantasy Star Online Episode III: C.A.R.D. Revolution,20,2003,4,8,0.08,125,3,39.6,13
Hunted: The Demon's Forge,15,2011,9,6,0.05,885,2,33.8,68
Mystereet,7,2006,11,443,0.01,0,0,0.0,1
Jikkyou Powerful Pro Yakyuu 2,8,1995,1,14,0.27,0,0,0.0,27
Super Fire ProWrestling Special,8,1994,10,190,0.36,0,0,0.0,370
Cabela's Dangerous Hunts,14,2003,1,84,0.35,565,3,4.55,253
Rise of the Tomb Raider,15,2016,11,15,0.12,385,2,46.95,124
Dai-2-Ji Super Robot Taisen α,7,2003,12,56,0.6,0,0,0.0,260
Cars,17,2006,3,28,1.2,343,1,38.5,70
Happy Feet,4,2006,9,39,0.31,250,1,0.15,26
Terranigma,8,1995,4,0,0.09,0,0,0.0,36
Paranormal Pursuit: The Gifted One,15,2015,9,464,0.02,1657,0,0.0,68
Rocket Power: Beach Bandits,9,2002,2,28,0.28,0,0,0.0,11
Katekyoo Hitman Reborn! Battle Arena,17,2008,10,214,0.04,0,0,0.0,163
SpongeBob SquarePants: The Yellow Avenger,17,2006,9,28,0.92,429,1,27.2,34
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,13,2000,1,14,0.41,0,0,0.0,42
Speed Racer: The Videogame,4,2008,3,19,0.34,0,0,0.0,1922
Hellgate: London,15,2007,4,7,0.02,1621,2,38.15,49
Chicago Enforcer,14,2005,7,188,0.02,1615,2,17.9,100
Disney's Aladdin,9,2003,2,12,0.03,809,1,29.5,11
Scooby-Doo! First Frights,4,2009,9,19,0.82,0,0,0.0,26
Tak 2: The Staff of Dreams,14,2004,2,28,0.13,260,1,36.5,1072
Donkey Kong Jungle Climber,4,2007,2,0,0.55,0,0,0.0,80
Project Eden,7,2001,9,21,0.09,56,3,39.4,63
Eyeshield 21: Field Saikyou no Senshi Tachi,1,2007,4,0,0.03,0,0,0.0,50
Trauma Center: Second Opinion,1,2006,8,0,0.34,355,3,44.0,24
Kekkaishi: Kokubourou no Kage,1,2007,9,25,0.03,0,0,0.0,106
Dance Dance Revolution Universe 3,5,2008,8,14,0.3,69,1,36.35,373
Dungeons & Dragons: Eye of the Beholder,9,2002,4,10,0.26,0,0,0.0,157
NieR,6,2010,4,15,0.61,267,2,38.2,493
Lady Sia,9,2001,2,71,0.11,980,1,36.5,11
New Atelier Rorona: Hajimari no Monogatari,11,2015,9,48,0.02,0,0,0.0,48
Space Channel 5: Ulala's Cosmic Attack,9,2002,6,10,0.02,206,1,31.5,104
Kamaitachi no Yoru × 3,7,2006,11,8,0.16,0,0,0.0,1
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),4,2006,6,14,0.05,0,0,0.0,38
Championship Manager 03/04,15,2003,1,21,1.26,0,0,0.0,15
