Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao,Agrupamento
Grand Theft Auto III,6,2001,8,2,13.1,8,1,52.75,381
Hummer Badlands,13,2006,2,63,0.02,453,0,25.0,92
Forza Motorsport 6,17,2015,2,1,1.8,53,0,47.45,92
NBA 08,5,2007,0,3,0.13,421,0,34.5,33
Worms,5,2009,11,3,0.02,449,3,41.45,76
Guild Wars: Factions,14,2006,3,42,0.01,176,2,46.25,92
MLB 10: The Show,5,2010,0,3,0.72,313,0,49.65,33
RayStorm,12,1997,6,3,0.07,51,0,43.4,63
Driv3r,6,2004,2,10,1.23,42,1,31.25,642
Men in Black II: Alien Escape,6,2002,6,52,0.5,318,2,28.65,8
Guitar Hero: Metallica,0,2009,5,4,0.93,60,2,46.8,19
WipEout 3,12,1999,2,85,0.34,693,0,48.75,92
Enslaved: Odyssey to the West,4,2010,8,25,0.54,257,2,44.9,88
Ultimate Spider-Man,19,2005,8,4,0.37,6,2,41.6,583
Adventure Time: The Secret of the Nameless Kingdom,4,2014,8,241,0.06,278,3,32.75,88
Urban Chaos: Riot Response,6,2006,6,21,0.06,54,1,40.4,8
Hyperdimension Neptunia,5,2010,3,48,0.43,681,2,26.0,62
Terminator 3: The Redemption,6,2004,6,10,0.17,251,2,38.0,8
Pokemon Ranger: Shadows of Almia,3,2008,3,0,2.28,178,0,38.1,149
Cars: Race-O-Rama,4,2009,2,28,0.15,402,0,29.9,62
Tony Hawk: RIDE,0,2009,0,4,0.94,419,3,25.75,29
Marvel: Ultimate Alliance,14,2006,3,4,0.01,161,2,45.0,92
Dragon Ball: Raging Blast,4,2009,9,25,0.51,256,2,31.75,1280
XCOM: Enemy Unknown,14,2012,11,2,0.71,246,1,48.6,762
Prince of Persia: The Two Thrones,19,2005,8,5,0.15,12,1,46.05,583
The Incredibles,19,2004,8,28,0.84,172,2,35.05,583
Assassin's Creed The Ezio Collection,9,2016,8,5,0.2,52,1,39.7,873
The LEGO Movie Videogame,17,2014,8,19,0.53,182,3,37.95,583
Magicka,14,2011,3,310,0.03,1571,2,40.8,92
Metal Gear Solid V: Ground Zeroes,9,2014,8,14,1.27,45,1,40.6,873
Special Forces: Nemesis Strike,13,2005,6,317,0.03,452,1,33.25,63
Odin Sphere,6,2007,3,15,0.56,583,2,45.8,642
Doom,14,1992,6,508,0.03,259,1,46.6,63
Sniper Elite,14,2005,6,473,0.02,248,1,42.0,63
Ultimate Mortal Kombat,3,2007,9,39,0.09,1247,1,40.8,132
Falcon 4.0: Allied Force,14,2005,7,525,0.02,1598,2,49.3,63
Brandish: The Dark Revenant,16,2009,3,251,0.02,899,2,43.15,92
Sonic Heroes,13,2003,1,8,0.9,125,0,40.3,92
Burnout Dominator,16,2007,2,7,0.45,139,3,42.1,92
Dynasty Warriors 6,6,2008,8,48,0.25,508,2,24.2,381
Burnout 3: Takedown,6,2004,2,7,2.68,139,2,51.05,642
Castlevania: Lords of Shadow,5,2010,8,14,1.1,357,1,46.5,381
Etrian Odyssey II: Heroes of Lagaard,3,2008,3,91,0.26,355,3,45.45,149
Summon Night: Twin Age,3,2007,3,56,0.13,1115,3,40.1,149
Fallout: New Vegas,4,2010,3,6,4.05,78,1,46.05,62
NHL Hitz 20-02,19,2001,0,39,0.21,162,0,43.85,92
The Lord of the Rings: The Two Towers,6,2002,8,7,4.67,65,2,45.1,381
Crash 'N' Burn,6,2004,2,21,0.21,342,2,35.5,642
Spider-Man: Edge of Time,5,2011,8,4,0.22,185,2,32.6,381
TRON: Evolution,4,2010,8,32,0.31,491,2,32.0,88
Invizimals: The Alliance,22,2013,8,3,0.08,472,3,37.9,583
Spectral Souls: Resurrection of the Ethereal Empires,16,2005,3,323,0.03,1274,2,27.6,92
RollerCoaster Tycoon,13,2003,11,10,0.13,413,0,35.15,762
X2: Wolverine's Revenge,6,2003,1,4,0.64,543,2,32.6,103
2002 FIFA World Cup,6,2002,0,7,0.59,18,0,39.3,103
WWE SmackDown vs Raw 2008,16,2007,9,28,1.19,156,2,37.9,583
Star Trek: Shattered Universe,6,2004,7,63,0.1,1246,0,25.15,8
Medal of Honor: Underground,8,2002,6,84,0.08,248,2,23.85,24
Pokemon Battle Revolution,0,2006,3,0,1.58,157,0,29.85,531
Bladestorm: The Hundred Years' War,4,2007,8,48,0.09,188,2,34.9,88
2010 FIFA World Cup South Africa,5,2010,0,7,1.23,35,0,44.9,33
Star Wars Battlefront: Elite Squadron,16,2009,6,18,0.76,339,2,35.5,63
Turok,5,2008,8,129,0.67,491,1,36.5,381
Red Faction,6,2001,6,28,1.92,119,1,48.0,8
The Lord of the Rings Online: Mines of Moria,14,2008,3,540,0.02,1616,2,46.6,92
Fighters Uncaged,4,2010,9,5,0.6,12,2,18.3,1280
Captain Toad: Treasure Tracker,18,2014,4,0,1.19,28,0,44.8,104
Dragon Quest Heroes: Rocket Slime,3,2005,8,15,0.44,674,0,45.3,88
Amazing Island,19,2004,11,8,0.06,964,0,32.8,762
NightCaster II: Equinox,13,2002,8,163,0.05,1033,2,26.5,583
Call of Duty 3,5,2006,6,4,1.5,6,2,43.45,125
NCAA Football 12,4,2011,0,7,0.99,18,0,44.3,433
FlatOut,13,2004,2,87,0.17,728,2,39.6,92
Call Of Duty 2: Big Red One,6,2005,6,4,2.67,6,2,42.6,8
Destruction Derby Arenas,6,2004,2,3,0.13,1112,2,32.4,642
NCAA Football 2003,6,2002,0,7,1.44,18,0,49.8,103
Charlie and the Chocolate Factory,6,2005,10,63,0.35,761,0,19.55,292
NCAA Football 06,6,2005,0,7,1.84,18,0,47.75,103
Need for Speed: ProStreet,16,2008,2,7,0.77,107,0,32.05,92
MLB SlugFest 2006,6,2006,0,39,0.26,868,3,31.75,103
Mega Man Battle Network 2,8,2002,8,5,0.31,48,0,45.0,12
Singularity,14,2010,6,92,0.05,161,1,41.85,63
Bass Pro Shops: The Strike,4,2009,0,166,0.21,486,0,34.4,433
Harvest Moon DS: Island of Happiness,3,2007,7,70,0.72,91,0,36.0,88
Stolen,6,2005,8,317,0.04,1500,2,29.2,381
Red Faction: Guerrilla,5,2009,6,28,0.74,119,1,46.55,125
Agatha Christie: And Then There Were None,0,2008,10,305,0.07,635,2,28.1,3
Donkey Kong Country: Tropical Freeze,18,2014,1,0,1.52,40,0,45.95,92
World Series Baseball 2K3,13,2003,0,8,0.15,868,0,48.8,1719
Monster Racers,3,2009,2,48,0.07,393,0,39.5,149
Madden NFL 13,5,2012,0,7,2.56,57,0,44.25,33
Dishonored 2,17,2016,8,6,0.22,237,1,47.4,583
Monster Tale,3,2011,1,35,0.06,1378,0,43.5,138
Call of Duty: World at War,0,2008,6,4,1.94,181,1,45.3,4
World Championship Poker,6,2004,5,97,0.95,414,0,33.85,42
RollerCoaster Tycoon 2,14,2002,11,10,1.25,334,0,41.25,762
Wall-E,0,2008,1,28,1.01,172,0,27.3,29
Harvest Moon 3D: A New Beginning,10,2012,8,104,0.91,431,0,41.1,494
Guitar Hero: Smash Hits,4,2009,5,4,0.42,185,2,38.45,20
Rayman 3: Hoodlum Havoc,19,2003,1,5,0.07,149,0,42.65,92
Cars,16,2006,2,28,1.2,343,0,38.5,92
Resident Evil Outbreak File #2,6,2004,8,12,0.57,48,1,32.85,381
Uncharted 3: Drake's Deception,5,2011,8,3,6.74,33,2,50.15,381
F1 2014,5,2014,2,34,0.41,306,0,33.05,62
Samurai Shodown Sen,4,2009,9,70,0.08,349,1,25.6,1280
Shifters,6,2002,10,76,0.05,733,2,21.45,292
Dance Dance Revolution: Hottest Party,0,2007,7,14,2.07,69,3,40.05,4
Disney's Kim Possible: Revenge of Monkey Fist,8,2002,1,28,0.51,80,0,35.4,10
Rampage: Total Destruction,19,2006,8,39,0.4,38,3,31.85,583
Magic Pengel: The Quest for Color,6,2002,3,94,0.07,51,0,40.75,642
Sonic's Ultimate Genesis Collection,5,2009,5,8,2.26,179,3,44.3,484
Disney Universe,5,2011,8,32,0.61,103,3,38.45,381
Hail to the Chimp,4,2008,5,411,0.06,668,2,29.05,20
Dungeon Siege III,5,2011,3,15,0.39,78,2,38.65,62
Stella Deus: The Gate of Eternity,6,2004,11,11,0.08,1330,2,41.5,705
Disney's The Emperor's New Groove,12,2000,1,3,0.31,809,0,36.6,92
Grand Slam Tennis 2,4,2012,0,7,0.18,18,0,38.05,433
NBA Live 07,13,2006,0,7,0.06,18,0,37.9,1719
Devil May Cry HD Collection,4,2012,8,12,0.43,464,1,42.7,88
Harry Potter and the Goblet of Fire,8,2005,8,7,0.61,239,0,38.5,12
Portal 2,4,2011,6,50,2.08,77,3,51.75,20
Star Wars: The Force Unleashed,5,2008,8,18,2.21,143,2,38.8,381
Guitar Hero: Van Halen,4,2009,5,4,0.29,822,2,31.4,20
Crash: Mind Over Mutant,3,2008,1,23,0.42,91,0,25.4,138
Dragon Ball Z: Budokai Tenkaichi 3,6,2007,9,10,3.0,122,2,41.1,441
Kuon,6,2004,10,235,0.02,163,1,32.35,292
Ride 2,9,2016,2,452,0.05,723,0,39.5,248
Puchi Puchi Virus,3,2007,4,163,0.08,1033,0,38.6,111
Skylanders SWAP Force,9,2013,1,4,0.39,67,3,42.1,463
Pirates of the Caribbean: Dead Man's Chest,3,2006,10,32,0.26,186,2,35.8,729
Space Invaders Extreme,16,2008,6,15,0.09,51,0,45.4,63
Karnaaj Rally,8,2003,2,163,0.01,1693,0,45.25,17
The Sims: Livin Large,14,2000,5,7,2.99,89,2,44.3,983
Shin Megami Tensei: Persona 4,6,2008,3,91,0.82,463,1,49.45,642
Silent Hill 4: The Room,6,2004,8,14,0.51,85,1,41.9,381
Def Jam Vendetta,19,2003,9,7,0.25,203,2,44.75,583
Airborne Troops: Countdown to D-Day,6,2005,6,289,0.12,970,2,23.55,8
Terraria,14,2011,8,53,0.14,1094,2,45.75,583
NFL Street,13,2004,0,7,0.66,57,0,44.9,1719
Teenage Mutant Ninja Turtles 2: Battle Nexus,13,2004,8,14,0.13,69,2,26.8,583
SSX,4,2012,0,7,0.7,35,0,44.2,433
Invizimals,16,2009,11,3,0.79,472,3,38.15,762
Astonishia Story,16,2006,3,5,0.03,1533,3,26.45,92
The Elder Scrolls V: Skyrim,5,2011,3,6,6.41,17,1,49.2,62
Bomberman: Act Zero,4,2006,4,14,0.04,21,2,18.1,62
Warhammer: Battle For Atluma,16,2006,8,25,0.07,1357,2,31.2,583
Earth Defense Force 2: Invaders from Planet Space,22,2014,8,150,0.07,752,2,40.25,583
NASCAR '14,4,2014,2,41,0.17,1034,0,35.05,62
Ape Escape,12,1999,1,3,1.63,212,0,49.4,92
Overlord II,4,2009,8,34,0.32,710,2,41.1,88
God of War II,6,2007,8,3,4.07,63,1,50.95,381
Castlevania Chronicles,12,2001,1,14,0.13,69,2,38.0,92
MotorStorm: Apocalypse,5,2011,2,3,0.48,84,2,42.35,62
Harvest Moon: More Friends of Mineral Town,8,2003,7,5,0.2,91,0,45.6,12
Mario Kart 8,18,2014,2,0,7.09,0,0,48.55,92
Disgaea 3: Absence of Justice,5,2008,3,15,0.52,579,2,42.75,62
Coraline,6,2009,8,58,0.11,211,3,20.5,381
Hamtaro: Ham-Ham Games,8,2004,0,0,0.22,921,0,42.4,10
Indianapolis 500 Legends,0,2007,2,160,0.13,709,0,26.85,531
Street Jam Basketball,8,2004,0,84,0.03,1558,0,21.5,10
Katamari Forever,5,2009,4,25,0.4,247,0,41.05,181
Tales of Xillia,5,2011,3,25,1.22,247,2,43.1,62
Natural Doctrine,9,2014,3,131,0.1,1248,1,29.5,248
Crash Nitro Kart,6,2003,2,23,1.95,67,0,38.35,642
Frogger: The Great Quest,6,2001,1,14,1.23,69,0,18.3,103
Shadow of Destiny,16,2009,10,14,0.09,69,2,31.1,762
Song of the Deep,9,2016,8,385,0.08,73,0,38.15,873
Barnyard,0,2006,8,28,0.04,410,3,35.35,145
Doom 3 BFG Edition,4,2012,6,6,0.47,259,1,36.75,20
Harry Potter and the Deathly Hallows - Part 1,14,2010,8,7,0.1,285,2,20.55,583
Dead to Rights II,13,2005,6,7,0.11,32,1,30.7,63
MLB 06: The Show,16,2006,0,3,0.35,421,0,45.75,92
Naruto: Clash of Ninja,19,2003,9,99,0.68,526,2,40.05,583
Tiger Woods PGA Tour 07,6,2006,0,7,0.72,97,0,42.5,103
187: Ride or Die,13,2005,2,5,0.06,31,1,28.95,92
Naruto: Ultimate Ninja 3,6,2005,9,10,0.44,325,2,41.85,441
NHL 2K10,4,2009,0,2,0.15,749,3,38.45,433
Mat Hoffman's Pro BMX 2,6,2002,0,4,0.46,167,2,42.55,103
Alpha Protocol,5,2010,3,8,0.43,78,1,35.45,62
Batman: Arkham Knight,9,2015,8,19,3.95,54,1,47.3,873
Sonic the Hedgehog,4,2006,1,8,1.04,180,3,25.2,433
Looney Tunes: Acme Arsenal,6,2007,8,19,0.38,724,3,20.95,381
Dynasty Warriors Next,22,2011,8,48,0.24,393,2,37.25,583
Just Dance 4,5,2012,5,5,0.43,12,3,42.05,484
Medal of Honor: Airborne,14,2007,6,7,0.05,22,2,42.65,63
Nacho Libre,3,2006,8,35,0.03,221,3,30.9,88
MLB 09: The Show,5,2009,0,3,0.72,421,0,49.05,33
Pac-Man and the Ghostly Adventures 2,4,2014,10,25,0.11,558,3,33.25,729
Virtua Tennis 3,4,2007,0,8,0.04,129,0,43.4,433
Guilty Gear X2,6,2002,9,100,0.35,496,2,47.85,441
Shovel Knight,18,2015,1,311,0.1,1116,0,48.15,92
Teenage Mutant Ninja Turtles: Mutants in Manhattan,9,2016,8,4,0.09,289,2,24.75,873
Virtua Tennis 4,4,2011,0,8,0.23,180,0,38.1,433
Cartoon Network: Punch Time Explosion,10,2011,9,41,0.1,211,3,31.95,1016
Wolfenstein: The New Order,17,2014,6,6,0.68,263,1,43.4,63
Rock of the Dead,4,2010,6,230,0.05,545,2,26.4,20
The Crew: Wild Run,17,2015,8,5,0.02,941,2,35.8,583
Shinobi,6,2002,1,3,0.96,411,1,39.45,103
Prince of Persia: Warrior Within,13,2004,8,5,0.8,52,1,45.25,583
The Cursed Crusade,4,2011,8,233,0.15,1040,1,21.7,88
Mass Effect,14,2008,3,7,0.67,530,1,48.8,92
Rayman 3: Hoodlum Havoc,13,2003,1,5,0.07,12,0,41.45,92
How to Train Your Dragon 2,18,2014,10,241,0.08,709,3,25.95,762
FIFA Soccer 09,5,2008,0,7,2.58,35,0,47.25,33
City Life: World Edition,14,2007,7,458,0.04,1370,0,41.6,63
LEGO Marvel Super Heroes,9,2013,8,19,1.62,182,3,45.35,873
Halo: Reach,4,2010,6,1,9.86,13,1,49.45,20
Muramasa: The Demon Blade,0,2009,3,70,0.6,567,2,44.85,531
Zero Escape: Zero Time Dilemma,10,2016,10,389,0.08,1329,1,44.75,762
The Beatles: Rock Band,0,2009,5,31,1.71,58,2,48.95,19
Sonic and the Black Knight,0,2009,1,8,1.09,125,3,30.45,29
Earth Defense Force 2017 Portable,22,2012,8,58,0.06,752,2,37.95,583
Naruto Shippuden: Dragon Blade Chronicles,0,2009,8,11,0.18,1021,3,20.5,145
All-Star Baseball 2004,13,2003,0,30,0.13,310,0,41.2,1719
Persona 4: Golden,22,2012,3,91,1.12,355,1,51.1,92
Saints Row 2,5,2008,8,28,1.68,119,1,44.95,381
F.E.A.R. Perseus Mandate,14,2007,6,23,0.01,863,1,34.15,63
Scurge: Hive,3,2006,8,81,0.06,1405,3,39.3,88
Deep Labyrinth,3,2006,8,11,0.07,1364,3,32.9,88
Rocky,13,2002,9,115,0.15,447,2,40.65,583
My Weight Loss Coach,3,2008,0,5,0.95,52,0,35.3,138
Angry Birds Trilogy,5,2012,8,4,0.16,869,0,34.85,381
Alone in the Dark: Inferno,5,2008,10,10,0.13,480,1,37.3,441
Madden NFL 08,0,2007,0,7,0.87,57,0,41.4,29
Big Mutha Truckers 2,6,2005,2,171,0.2,453,1,26.55,642
The Incredible Hulk: Ultimate Destruction,6,2005,8,23,0.54,311,2,45.85,381
WipEout Pulse,16,2007,2,3,0.31,382,3,45.3,92
World Tour Soccer,16,2005,0,3,1.07,366,0,37.8,92
Bejeweled 3,14,2010,4,209,0.08,364,0,45.05,104
Enchanted Arms,4,2006,3,5,0.19,163,2,37.95,62
Need for Speed: ProStreet,5,2007,2,7,2.04,30,3,39.5,62
Fatal Fury: Battle Archives Volume 1,6,2006,9,153,0.04,775,2,38.15,441
MotoGP '06,4,2006,2,28,0.14,627,0,43.85,62
Kingdom Hearts Re:coded,3,2010,3,15,0.93,423,3,36.5,149
Spider-Man,12,2000,8,4,3.13,60,0,48.0,583
Chromehounds,4,2006,7,8,0.28,163,2,39.0,20
Cabela's Dangerous Hunts 2009,5,2008,0,59,0.13,565,2,20.4,33
Dragon Quest IV: Chapters of the Chosen,3,2007,3,15,1.62,234,3,43.95,149
Damnation,5,2009,6,34,0.09,1278,1,19.4,125
NHL 2K6,4,2005,0,2,0.1,564,3,40.55,433
Alvin and the Chipmunks,0,2007,5,21,0.05,845,0,16.8,19
Tom Clancy's Splinter Cell: Essentials,16,2006,6,5,0.19,12,1,32.75,63
Spider-Man: Edge of Time,0,2011,8,4,0.09,185,2,33.6,145
Guitar Hero: Aerosmith,6,2008,5,4,0.79,221,2,38.65,42
Batman: Arkham Origins,14,2013,8,19,0.31,542,2,40.75,583
Fist of the North Star: Ken's Rage 2,5,2012,9,48,0.3,508,1,28.0,441
Fracture,5,2008,6,18,0.16,351,2,33.9,125
FIFA Soccer 2005,8,2004,0,7,0.08,35,0,41.4,10
Grey's Anatomy: The Video Game,14,2009,10,5,0.02,389,2,19.95,762
Shining Soul II,8,2003,3,28,0.08,537,0,41.15,17
The Last Airbender,3,2010,8,28,0.18,166,3,38.0,88
Driver: Parallel Lines,13,2006,2,10,0.07,42,1,36.8,92
The BIGS 2,5,2009,0,2,0.13,273,3,43.8,33
Racquet Sports,5,2010,0,5,0.34,452,0,24.65,33
WarioWare: Smooth Moves,0,2006,4,0,2.89,55,3,45.2,54
Battlefield 4,14,2013,6,7,1.35,29,1,43.5,63
World Poker Tour,6,2005,5,2,0.21,414,2,34.3,42
Sudeki,13,2004,3,1,0.19,342,1,40.2,92
Def Jam Rapstar,5,2010,5,14,0.32,781,2,40.65,484
Dragon Ball: XenoVerse,9,2015,9,25,1.11,117,2,38.35,744
Midnight Club: Street Racing,8,2001,2,167,0.48,152,0,27.65,17
Halo: Combat Evolved,13,2001,6,1,6.43,19,1,52.8,63
FIFA Soccer 09,6,2008,0,7,2.28,35,0,44.45,103
Madagascar: Escape 2 Africa,5,2008,8,4,0.23,140,3,32.4,381
Divinity II: Ego Draconis,14,2009,3,233,0.07,908,1,39.85,92
TMNT,4,2007,8,5,0.56,52,3,32.15,88
Ridge Racer DS,3,2004,2,25,0.15,32,0,34.85,149
Tiger Woods PGA Tour 12: The Masters,0,2011,0,7,0.34,22,0,45.85,29
Blade Dancer: Lineage of Light,16,2006,3,10,0.06,1275,3,33.45,92
Code Lyoko: Quest for Infinity,0,2007,8,102,0.09,1079,3,33.25,145
Tomb Raider,12,1996,8,21,4.63,56,2,49.8,583
Madden NFL 10,4,2009,0,7,2.83,57,0,45.55,433
FIFA Soccer,22,2012,0,7,0.58,22,0,43.1,92
LEGO Star Wars II: The Original Trilogy,4,2006,8,18,0.63,50,3,44.5,88
Red Dead Revolver,13,2004,6,2,0.55,39,1,41.25,63
F.E.A.R. 3,14,2011,6,19,0.15,351,1,39.95,63
Gun,13,2005,6,4,0.52,60,1,43.4,63
Hitman: HD Trilogy,4,2013,8,15,0.17,126,1,38.1,88
Devil May Cry 4,14,2008,8,12,0.04,48,1,43.25,583
Call Of Duty 2: Big Red One,13,2005,6,4,1.12,6,2,41.55,63
Trace Memory,3,2005,10,0,0.29,607,2,39.05,729
Madden NFL 06,3,2005,0,7,0.12,293,0,36.15,138
Hitman: Contracts,6,2004,6,21,0.8,126,1,44.15,8
The Legend of Heroes: A Tear of Vermillion,16,2005,3,25,0.09,1105,2,37.85,92
Syberia,13,2003,8,361,0.1,1228,2,39.5,583
Hot Wheels: Stunt Track Challenge,6,2004,2,28,0.59,342,0,35.05,642
Backyard Wrestling 2: There Goes the Neighborhood,6,2004,9,21,0.28,500,1,25.35,441
XCOM: Enemy Unknown,5,2012,11,2,0.57,246,1,48.6,76
R.U.S.E.,4,2010,11,5,0.27,637,2,42.5,76
Tom Clancy's Ghost Recon: Future Soldier,4,2012,6,5,1.47,31,1,43.1,20
Cel Damage,19,2002,2,7,0.06,939,2,36.9,92
MLB Front Office Manager,4,2009,0,2,0.07,273,0,25.8,433
Naruto: Ultimate Ninja 2,6,2004,9,25,0.57,325,2,40.45,441
Planet Puzzle League,3,2007,4,0,0.33,55,0,47.1,111
Samurai Warriors Chronicles 3,22,2014,8,48,0.06,188,2,38.95,583
Halo 5: Guardians,17,2015,6,1,4.48,15,2,45.2,63
NHL 2004,6,2003,0,7,0.97,18,0,46.3,103
DuckTales: Remastered,5,2013,8,12,0.05,278,0,41.2,381
Final Fantasy IV,3,2007,7,15,1.21,191,3,46.35,88
PokéPark Wii: Pikachu's Adventure,0,2009,10,0,1.17,315,0,34.6,3
Game of Thrones,14,2012,3,82,0.08,880,1,32.25,92
Spyborgs,0,2009,8,12,0.11,1209,2,36.15,145
The Lord of the Rings: Conquest,5,2009,8,7,0.74,93,2,30.55,381
FIFA Street,6,2005,0,7,0.31,35,0,33.45,103
Enemy Territory: Quake Wars,5,2008,6,4,0.35,300,2,33.2,125
NHL 2002,6,2001,0,7,1.2,18,0,50.25,103
Danganronpa Another Episode: Ultra Despair Girls,22,2014,8,131,0.21,701,1,40.2,583
Dynasty Warriors: Gundam 2,5,2008,8,25,0.49,188,2,30.5,381
TMNT,3,2007,8,5,0.04,104,3,22.1,88
Chessmaster,13,2004,5,5,0.13,12,0,44.0,983
Samurai Warriors 2: Empires,6,2006,8,48,0.19,188,2,31.15,381
RollerCoaster Tycoon 3,14,2004,11,10,0.27,173,0,43.0,762
Retro Atari Classics,3,2005,5,10,0.13,1071,0,27.35,64
Tom Clancy's Splinter Cell: Blacklist,14,2013,8,5,0.19,405,1,44.7,583
Iron Man,0,2008,8,8,0.59,250,2,25.5,145
Spectral Force Genesis,3,2008,3,125,0.09,1274,2,26.5,149
Wasteland 2,14,2015,3,359,0.1,885,1,44.15,92
Sniper Elite,13,2005,6,5,0.09,248,1,42.75,63
Classic NES Series: Donkey Kong,8,2004,1,0,0.73,0,0,29.9,10
Resident Evil: The Umbrella Chronicles,0,2007,8,12,1.52,267,1,41.3,145
Call of Duty 3,4,2006,6,4,2.7,6,2,44.25,20
Life is Strange,17,2016,10,15,0.13,711,1,46.85,762
Hellboy: The Science of Evil,5,2008,8,14,0.17,213,2,26.55,381
The Sims: Vacation,14,2002,7,7,3.07,89,2,41.4,63
Assassin's Creed: Rogue,14,2015,8,5,0.08,12,1,40.75,583
The Godfather,6,2006,8,7,1.09,22,1,41.65,381
Orphen: Scion of Sorcery,6,2000,3,4,0.31,811,2,29.9,642
Gekido Advance: Kintaro's Revenge,8,2002,8,84,0.03,1496,2,38.5,12
MechAssault: Phantom War,3,2006,7,35,0.03,179,2,35.25,88
Blood Wake,13,2001,6,1,0.57,65,2,39.25,63
Playboy: The Mansion,6,2005,7,5,0.2,729,1,33.25,8
One Piece: Unlimited World Red,5,2014,8,25,0.28,722,2,39.15,381
Anno 1701: Dawn of Discovery,3,2007,7,129,0.13,1140,0,42.75,88
Touch My Katamari ,22,2011,4,25,0.12,247,3,38.2,104
Aliens: Colonial Marines,4,2013,6,8,0.77,100,1,25.9,20
Teenage Mutant Ninja Turtles,6,2003,8,14,0.92,425,0,33.85,381
Assassin's Creed: Bloodlines,16,2009,8,5,1.23,243,1,35.1,583
Watch Dogs 2,9,2016,8,5,1.13,52,1,45.4,873
Sega Superstars Tennis,6,2008,0,8,0.38,129,3,39.15,103
GoldenEye: Rogue Agent,19,2004,6,7,0.36,36,2,33.35,63
Zumba Fitness: World Party,17,2013,5,35,0.24,275,0,39.6,983
Brothers in Arms: Hell's Highway,5,2008,6,5,0.93,100,1,42.0,125
Kirby's Dream Collection: Special Edition,0,2012,8,0,0.67,34,3,45.4,145
Die Hard: Vendetta,19,2002,6,339,0.12,919,1,30.5,63
Major League Baseball 2K7,5,2007,0,130,0.25,276,0,39.35,33
Colin McRae Rally 04,13,2004,2,34,0.1,294,0,46.05,92
NBA 2K13,4,2012,0,2,3.0,83,0,47.6,433
The Getaway,6,2002,8,3,3.54,96,1,39.4,381
Blood Omen 2,13,2002,8,21,0.19,298,1,42.5,583
Way of the Samurai 4,5,2011,8,131,0.19,198,1,32.25,381
Army of Two: The 40th Day,5,2010,6,7,0.85,258,1,40.5,125
Summoner,6,2000,3,28,0.51,119,2,40.9,642
FIFA Soccer 2005,6,2004,0,7,3.7,35,0,44.3,103
LEGO Legends of Chima: Laval's Journey,22,2013,10,19,0.13,182,3,35.3,762
Iron Man 2,0,2010,8,8,0.32,337,2,22.8,145
Shattered Union,13,2005,11,2,0.04,1491,2,36.45,762
Overlord,14,2007,11,34,0.02,710,2,44.55,762
Harvest Moon: Tree of Tranquility,0,2007,7,70,0.82,457,0,36.6,4
SoulCalibur IV,5,2008,9,5,1.46,32,2,46.45,441
Halo 3: ODST,4,2009,6,1,6.34,11,1,45.05,20
Crysis: Warhead,14,2008,6,7,0.02,297,1,45.95,63
FIFA 14,9,2013,0,7,3.01,35,0,46.65,463
Star Wars: Bounty Hunter,6,2002,6,18,1.09,143,2,36.65,8
Sacred 3,14,2014,3,41,0.02,1034,1,29.2,92
Sébastien Loeb Rally Evo,17,2016,2,452,0.01,723,0,35.6,92
Last Rebellion,5,2010,3,131,0.09,1275,2,24.3,62
DiRT 2,5,2009,2,34,0.99,294,2,47.6,62
Ninja Gaiden: Dragon Sword,3,2008,8,48,0.21,225,2,45.4,88
Evil Genius,14,2004,11,23,0.02,1661,2,41.65,762
Classic NES Series: Castlevania,8,2004,1,0,0.33,69,0,41.3,10
LEGO Batman: The Videogame,5,2008,8,19,1.29,50,3,41.35,381
Tomb Raider: Anniversary,16,2007,8,21,0.57,298,2,43.1,583
Aliens versus Predator: Extinction,13,2003,11,7,0.08,985,2,35.85,762
Virtua Tennis 4,0,2011,0,8,0.14,180,0,36.25,29
SpongeBob SquarePants: Battle for Bikini Bottom,19,2003,1,28,0.95,172,0,39.8,92
Mario Golf: World Tour,10,2014,0,0,0.48,226,0,43.1,1719
Red Ninja: End of Honor,13,2005,8,23,0.02,1637,1,25.0,583
World of Outlaws: Sprint Cars,4,2010,2,28,0.18,1013,0,32.55,62
Kirby: Mass Attack,3,2011,1,0,0.99,34,0,45.8,138
MediEvil: Resurrection,16,2005,10,3,0.81,366,2,37.35,762
Medal of Honor: Airborne,4,2007,6,7,1.1,22,2,39.85,20
Champions of Norrath,6,2004,3,75,1.28,321,2,46.7,642
City Crisis,6,2001,7,2,0.13,1150,0,34.6,8
J Stars Victory Vs.,22,2014,9,25,0.21,247,2,40.95,583
The Evil Within,14,2014,8,6,0.27,222,1,36.95,583
Two Worlds II,5,2011,3,53,0.46,511,1,38.5,62
Sacred 3,4,2014,3,41,0.05,1034,1,27.55,62
Spider-Man 2,6,2004,8,4,3.41,6,2,44.45,381
Outlaw Volleyball,13,2003,0,71,0.26,753,1,42.7,1719
Pirates of the Caribbean: At World's End,4,2007,8,32,0.34,103,2,31.65,88
Shantae and the Pirate's Curse,10,2015,1,70,0.04,278,3,45.25,1719
Dark Souls II,14,2014,3,25,0.17,163,2,49.05,92
Syphon Filter: Logan's Shadow,16,2007,6,3,0.46,436,2,46.9,63
The Walking Dead: Survival Instinct,4,2013,6,4,0.63,231,1,18.0,20
