Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao
Summon Night 5,17,2013,4,25,0.15,1091,3,41.15
Port Royale 3,5,0,8,206,0.07,515,3,30.25
Myst III: Exile,14,2002,11,5,0.06,848,1,27.5
How to Train Your Dragon,5,2010,9,4,0.14,585,4,32.8
Twisted Metal,13,1995,9,3,1.56,0,0,0.0
Super Mario 64,12,1996,2,0,11.89,0,0,0.0
NCIS,1,2011,11,5,0.13,12,3,0.0
Metroid Prime 3: Corruption,1,2007,7,0,1.79,40,3,49.45
Kyoukai Senjou no Horizon Portable,17,2013,11,154,0.05,0,0,0.0
Romance of the Three Kingdoms VII,7,2000,12,48,0.32,393,1,40.35
Grandia II,7,2002,4,5,0.29,9,3,39.8
Top Spin 4,6,2011,1,2,0.69,264,1,44.85
Hatsune Miku: Project Mirai DX,11,2015,6,8,0.32,180,4,44.25
Spore Hero Arena,4,2009,8,7,0.19,192,1,25.8
Combat,16,0,9,10,1.25,0,0,0.0
Sins of a Solar Empire: Trinity,15,2010,12,206,0.04,1517,3,3.95
Jewel Quest Mysteries: Curse of the Emerald Tear,4,2010,5,194,0.28,0,0,0.0
EverQuest Online Adventures,7,2003,4,75,0.43,360,3,41.1
MapleStory DS,4,2010,4,509,0.03,0,0,0.0
Hoppie,4,2011,2,193,0.02,1004,1,0.0
The Simpsons: Road Rage,14,2001,3,7,1.05,94,3,34.65
Naruto Shippuden: Clash of Ninja Revolution 3,1,2009,10,0,0.51,379,3,41.05
Madden NFL 08,14,2007,1,7,0.29,57,1,41.0
Armored Core SL: Silent Line Portable,17,2009,8,227,0.03,0,0,0.0
Destruction Derby Arenas,7,2004,3,3,0.13,1112,3,32.4
Ms. Pac-Man Maze Madness,13,2000,5,25,0.44,0,0,0.0
DeathSmiles II,5,2010,7,360,0.03,0,0,0.0
F1 Championship Season 2000,7,2000,3,7,0.16,18,1,35.5
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,17,2010,11,443,0.03,0,0,0.0
Armorines: Project S.W.A.R.M.,13,2000,7,30,0.08,0,0,0.0
Wii de Asobu Chibi-Robo!,1,2009,11,0,0.05,0,0,0.0
Invizimals: Shadow Zone,17,2010,12,3,0.29,472,4,4.5
X-Men: Mutant Academy 2,13,2001,10,4,0.72,500,3,40.2
Pure Futbol,5,2010,1,5,0.18,861,1,22.95
SpongeBob's Truth or Square,5,2009,9,28,0.07,172,1,3.25
Harvest Moon: Another Wonderful Life,20,2004,4,214,0.24,468,1,39.6
Tantei Jinguuji Saburo DS: Kienai Kokoro,4,2008,11,221,0.03,0,0,0.0
GT Legends,15,2005,3,10,0.02,1027,1,46.3
ECW Anarchy Rulz,13,1999,10,30,0.11,310,1,24.65
Dead Rising 2: Off the Record,5,2011,9,12,0.27,261,2,39.75
Mortal Kombat Kollection,7,2008,10,39,0.08,162,2,0.0
NES Remix,19,2014,9,0,0.28,114,1,39.05
Crackdown 2,5,2010,7,1,1.12,356,2,38.0
Football Manager 2017,15,2016,8,8,0.09,271,1,42.65
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,1,2007,1,14,0.03,0,0,0.0
LEGO Batman: The Videogame,4,2008,9,19,3.05,64,4,40.0
WWE 2K16,5,2015,1,2,0.43,156,3,2.7
Kamen Rider: Battride War Genesis,10,2016,9,25,0.06,0,0,0.0
Call of Duty: Modern Warfare 3,6,2011,7,4,13.32,5,2,45.6
Star Wars: Shadows of the Empire,12,1996,9,0,2.65,0,0,0.0
Two Worlds II,15,2011,4,53,0.2,511,2,41.25
NBA Street Homecourt,5,2007,1,7,0.5,35,1,44.1
Ken to Mahou to Gakuen Mono. 3,17,2010,4,307,0.13,0,0,0.0
God of War: Ascension,6,2013,9,3,2.25,63,2,43.75
LEGO Star Wars II: The Original Trilogy,7,2006,9,18,2.69,50,4,46.5
Steins;Gate 0,23,2015,11,148,0.09,1009,2,47.65
Disney Infinity 2.0: Marvel Super Heroes,23,2015,9,32,0.06,0,0,0.0
My Horse & Me,4,2007,1,10,0.36,0,0,0.0
Euro Truck Simulator 2,15,2012,9,320,0.13,643,0,43.85
Ace Combat 2,13,1997,8,3,0.89,32,3,45.6
Alpha Protocol,5,2010,4,8,0.39,78,2,35.1
Cross Channel: In Memory of All People,5,2011,11,463,0.02,0,0,0.0
The Urbz: Sims in the City (all regions sales),4,2004,8,7,0.44,0,0,0.0
MTX Mototrax,14,2004,3,4,0.1,877,1,39.5
Mystery Case Files: The Malgrave Incident,1,2011,11,0,0.32,525,1,36.6
Rondo of Swords (US sales),4,2007,4,88,0.16,0,0,0.0
The Golden Compass,17,0,9,8,0.37,110,4,16.05
Alleyway,3,1989,5,0,1.94,0,0,0.0
Winter Sports 2011,1,2011,1,233,0.07,1311,0,0.0
Metal Gear Solid HD Edition,23,2012,9,14,0.39,0,0,0.0
Gloria Union,17,2011,4,91,0.03,0,0,0.0
Call Of Duty 2: Big Red One,7,2005,7,4,2.67,6,3,42.6
Bomberman,4,2005,5,5,0.15,589,1,41.0
Super Football,16,1987,1,10,0.08,0,0,0.0
Phoenix Wright: Ace Attorney,4,2005,11,12,0.92,48,3,45.1
Crash 'N' Burn,7,2004,3,21,0.21,342,3,35.5
Spider-Man: Edge of Time,11,2011,9,4,0.12,185,3,28.2
Bomberman Hero,12,1998,2,0,0.47,0,0,0.0
World Championship Poker 2: Featuring Howard Lederer,17,2005,6,11,0.14,661,3,33.9
Squishy Tank,4,2010,5,77,0.07,495,1,0.0
Kaidan Restaurant: Ura Menu 100-Sen,4,2010,6,25,0.08,0,0,0.0
Ultimate Card Games,9,2003,6,183,0.12,1177,1,43.5
Guitar Hero III: Legends of Rock,5,2007,6,4,4.53,60,3,46.45
Bomberman Story DS,4,2007,4,70,0.02,0,0,0.0
Merv Griffin's Crosswords,1,2008,5,28,0.11,38,1,0.0
Crash of the Titans,5,2007,9,23,0.32,311,4,35.65
Shellshock: Nam '67,14,2004,7,21,0.22,120,2,32.5
G Darius,13,1997,7,28,0.07,0,0,0.0
Ratatouille,4,2007,9,28,1.25,0,0,0.0
echochrome,17,2008,5,3,0.09,1270,1,43.35
Jelly Belly: Ballistic Beans,1,2009,5,84,0.02,1624,1,0.0
Hulk,20,2003,9,20,0.19,311,3,39.2
Tom Clancy's Ghost Recon 2,7,2004,7,5,1.08,363,3,32.0
NBA Live 2003,20,0,1,7,0.3,35,1,45.1
Guitar Hero: On Tour Decades,4,2008,6,4,1.57,67,4,40.0
Kamen Rider Ryuki,13,2002,9,25,0.14,0,0,0.0
Ookami Kakushi,17,2009,9,14,0.04,0,0,0.0
Dood's Big Adventure,1,2010,2,28,0.24,166,1,28.0
The New York Times Crosswords,4,2007,5,35,0.45,221,3,42.85
Armored Core 3,7,2002,8,139,0.67,163,3,41.5
Guilty Gear Isuka,7,2004,10,11,0.1,496,3,40.25
FIFA 17,6,2016,1,7,0.73,27,1,1.65
Gadget Racers (PAL),7,2002,3,84,0.02,0,0,0.0
World Cup '98 France: Road to Win,24,1998,1,8,0.09,0,0,0.0
Championship Surfer,13,2000,1,140,0.06,213,1,28.5
Mega Man Legacy Collection,11,2016,2,12,0.21,80,1,42.05
Spyro: Attack of the Rhynocs,9,2003,2,20,0.3,80,1,39.75
Science Papa,4,2009,6,4,0.1,242,1,0.0
Pacific Liberator,1,2009,9,74,0.03,1564,3,0.0
Barbie Horse Adventures: Blue Ribbon Race,9,2003,1,178,0.37,0,0,0.0
Desire,24,1997,11,312,0.14,0,0,0.0
Dance Dance Revolution Disney Mix,13,2000,8,14,0.04,69,1,41.15
Secret Files 2: Puritas Cordis,15,2009,11,41,0.04,1515,3,35.55
NBA Live 08,7,2007,1,7,0.72,35,1,37.3
Daikaijyuu Monogatari II,8,1996,4,68,0.12,0,0,0.0
Haneru no Tobira Wii: Girigirissu,1,2007,6,25,0.02,0,0,0.0
SD Gundam G Generation: Overworld,17,2012,12,25,0.31,0,0,0.0
Boogie SuperStar,1,2008,6,7,0.24,258,4,4.3
Platinum Sudoku,4,2007,5,5,0.04,536,1,0.0
Go Play: City Sports,1,2009,1,35,0.09,1202,1,0.0
Circus Atari,16,0,9,10,0.46,0,0,0.0
Gekikuukan Pro Yakyuu: At the End of the Century 1999,7,2000,1,9,0.54,0,0,0.0
Itadaki Street 2: Neon Sign wa Bara Iro ni,8,1994,6,24,0.29,0,0,0.0
Nisekoi: Yomeiri!?,23,2014,11,14,0.03,0,0,0.0
187: Ride or Die,14,2005,3,5,0.06,31,2,28.95
Gladiator: Sword of Vengeance,7,2003,9,30,0.12,1175,2,35.4
PachiPara 3D,11,2011,6,392,0.02,0,0,0.0
Tiger Woods PGA Tour 12: The Masters,1,2011,1,7,0.34,22,1,45.85
Asphalt: Urban GT,4,2004,3,5,0.59,536,1,33.75
Alien: Isolation,5,2014,7,8,0.28,218,2,4.1
World Tour Soccer 2002,7,2001,1,3,0.14,223,1,42.25
Diablo III,6,2013,4,4,1.91,41,2,46.2
Courier Crisis,13,1997,3,147,0.15,0,0,0.0
Front Mission 4,7,2003,12,15,0.54,46,3,41.8
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,7,2006,9,58,0.02,0,0,0.0
Tiger Woods PGA Tour 10,5,2009,1,7,0.65,57,1,43.45
Prey,15,2006,7,2,0.03,237,0,0.0
Saint Seiya: Brave Soldiers,6,2013,10,25,0.07,117,0,31.2
Cartoon Network Racing,4,2006,9,102,0.05,717,1,27.5
Knockout Kings 2003,20,2002,1,7,0.15,18,3,42.25
Uprising X,13,1998,9,76,0.07,0,0,0.0
Jade Cocoon: Story of the Tamamayu,13,1998,4,67,0.27,0,0,0.0
Area 51,14,2005,7,39,0.29,577,2,40.05
Sega Rally Revo,17,2007,3,8,0.25,728,1,40.6
Need for Speed (2015),15,2016,3,7,0.03,0,0,0.0
Igor: The Game,1,2008,11,363,0.1,990,1,0.0
Watch Dogs,10,2014,9,5,4.05,52,2,43.15
Rollcage,13,1999,3,85,0.21,0,0,0.0
Prince of Persia: The Sands of Time,20,2003,9,5,0.32,12,3,50.2
Open Season,17,2006,2,5,0.07,12,4,0.0
The Kore Gang,1,2010,2,462,0.04,1483,4,39.3
Dance Dance Revolution Extreme 2,7,2005,8,14,1.14,170,4,42.5
Growlanser Generations,7,2003,4,91,0.11,935,3,44.35
Teenage Mutant Ninja Turtles 2: Battle Nexus,7,2004,9,14,0.44,425,3,27.4
Royal Palace of White Sword and The City of Gentiles,14,2005,4,2,0.09,0,0,0.0
Aggressive Inline,7,2002,1,30,0.35,300,3,46.85
Lumines ll,17,2006,5,32,0.3,0,0,0.0
Trauma Center: Under the Knife 2,4,2008,8,91,0.11,1223,3,43.75
007: Quantum of Solace,5,2008,9,4,1.48,6,3,36.05
Little Red Riding Hood's Zombie BBQ,4,2008,7,160,0.04,1503,3,37.65
LEGO Star Wars: The Video Game,20,2005,9,21,1.41,0,0,0.0
Hour of Victory,5,2007,7,39,0.13,1155,3,20.0
The Golf Club,18,2014,1,53,0.03,254,1,34.7
Avatar: The Last Airbender,4,2006,11,28,0.33,91,1,35.2
Tiny Toon Adventures: The Great Beanstalk,13,1998,6,3,0.31,0,0,0.0
Clash of the Titans,6,2010,9,25,0.31,488,3,21.35
Neon Genesis Evangelion,24,1996,11,8,0.44,0,0,0.0
Hakuouki: Shinsengumi Kitan,6,0,11,53,0.01,0,0,0.0
Puppet Show 3: Lost Town,15,2011,5,82,0.02,0,0,0.0
Charm Girls Club: Pajama Party,1,2009,6,7,0.15,22,1,0.0
Pokémon Stadium 2,12,2000,12,0,2.73,0,0,0.0
Section 8,5,2009,7,81,0.27,863,3,38.15
Red Orchestra 2: Heroes of Stalingrad,15,2011,7,318,0.14,1128,2,41.65
Rayman 3: Hoodlum Havoc,15,2003,2,5,0.03,12,1,41.15
NHL 2005,20,2004,1,7,0.07,18,1,40.3
Battlefield 2: Modern Combat,14,2005,7,7,0.56,476,3,44.1
ESPN X Games Skateboarding,9,2001,1,14,0.18,170,1,0.0
NHL 2002,9,2002,1,7,0.12,221,1,0.0
WWE Day of Reckoning,20,2004,10,28,0.45,156,3,44.05
Psychonauts,7,2005,2,35,0.09,221,3,47.35
Marvel Nemesis: Rise of the Imperfects,7,2005,10,7,0.77,479,3,29.65
DmC: Devil May Cry,6,2013,9,12,0.79,257,2,45.15
Nobunaga no Yabou: Reppuuden,13,1999,12,48,0.2,0,0,0.0
NBA Live 09,17,2008,1,7,0.39,18,1,3.65
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,6,2013,6,518,0.03,0,0,0.0
The Crew,18,2014,3,5,0.64,235,3,34.95
All-Pro Football 2K8,6,2007,1,2,0.15,83,4,40.15
FIFA Soccer 2003,14,2002,1,7,0.63,35,1,47.85
Earth Defense Force: Insect Armageddon,5,2011,7,58,0.19,558,3,38.1
Parasite Eve II,13,1999,4,9,0.58,14,2,44.0
Spec Ops: Ranger Elite,13,2001,7,108,0.87,439,3,27.3
Tenchu: Shadow Assassins,1,2008,9,5,0.21,198,2,38.9
Kirarin * Revolution: Kira Kira Idol Audition,4,2006,8,14,0.11,0,0,0.0
Virtua Striker 2,22,1999,1,8,0.32,0,0,0.0
Pariah,14,2005,9,317,0.1,493,2,38.7
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,9,2005,6,23,0.12,0,0,0.0
Strike Witches 2: Iyasu Naosu Punipunisuru,4,2010,9,154,0.02,0,0,0.0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,6,2016,9,15,0.13,0,0,0.0
Star Wars Trilogy: Apprentice of the Force,9,2004,9,5,0.42,12,1,30.0
Agatha Christie: Evil Under the Sun,1,2008,11,305,0.08,635,3,26.65
Super Robot Taisen XO,5,2006,12,56,0.01,0,0,0.0
World Championship Poker,9,2004,6,67,0.17,845,1,33.0
Akko ni Omakase! Brain Shock,4,2006,6,94,0.04,0,0,0.0
Malice,7,2004,2,374,0.02,90,3,25.5
Naruto Shippuden: Ultimate Ninja Impact,17,2011,10,25,0.34,589,3,33.1
Fatal Frame,14,2002,9,48,0.06,378,3,42.8
Gladiator Begins,17,2010,9,148,0.12,198,2,33.5
Ultimate Brain Games,9,2003,6,183,0.08,1177,1,44.15
Generator Rex: Agent of Providence,6,2011,9,4,0.07,329,4,0.0
Shin Sangoku Musou 4 Special,5,2005,9,48,0.01,0,0,0.0
Tokyo Xanadu,23,2015,4,246,0.15,0,0,0.0
Just Dance: Disney Party 2,19,2015,9,5,0.08,12,1,0.0
Natsuiro High School: Seishun Hakusho,6,2015,9,58,0.02,0,0,0.0
Thunderstrike: Operation Phoenix,7,2001,8,21,0.34,56,3,36.55
Last Rebellion,6,2010,4,131,0.09,1275,3,24.3
Harry Potter: Quidditch World Cup,9,2003,1,7,0.39,239,1,30.65
Frogger: The Great Quest,7,2001,2,14,1.23,69,1,18.3
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,17,2005,6,8,0.3,0,0,0.0
National Geographic Panda (US sales),4,2008,8,5,0.04,0,0,0.0
FlatOut: Ultimate Carnage,5,2007,3,87,0.11,728,3,44.4
Triple Pack: Xbox Live Arcade Compilation,5,2011,6,1,0.03,1210,3,0.0
Transformers: Dark of the Moon,11,2011,9,4,0.21,0,0,0.0
MySims Agents,1,2009,11,7,1.03,22,1,43.3
MLB 11: The Show,17,2011,1,3,0.17,421,1,41.5
PC Engine Best Collection: Tengai Makyou Collection,17,2008,4,68,0.02,0,0,0.0
Saiyuki: Journey West,13,1999,12,48,0.05,393,1,40.05
Gold's Gym: Cardio Workout (Others sales),1,2008,1,5,0.31,0,0,0.0
Jet X20,7,0,3,53,0.23,0,0,0.0
Enemy Territory: Quake Wars,6,2008,7,4,0.35,300,3,33.2
Fairy Tail: Zelef Kakusei,17,2012,9,53,0.07,0,0,0.0
Hot Shots Golf: Open Tee 2,17,2007,1,3,0.68,130,1,45.3
7 Days to Die,10,2016,9,173,0.14,1119,2,25.45
Touhou Genso Rondo: Bullet Ballet,10,2016,7,131,0.02,1609,4,29.85
Napoleon Dynamite: The Game,4,2007,5,67,0.03,641,4,26.15
Spider-Man: The Movie,7,2002,9,4,4.48,6,1,41.95
Saints Row IV,10,2015,9,41,0.39,0,0,0.0
GameBoy Wars,3,1991,12,0,0.18,0,0,0.0
Tekken 3,13,1998,10,3,7.16,32,3,52.55
TNA iMPACT: Cross the Line,17,2010,10,81,0.05,624,3,28.25
Peter Jackson's King Kong: The Official Game of the Movie,20,2005,9,5,0.24,195,3,44.65
Fritz Chess,4,2009,12,41,0.02,1034,1,0.0
Koisuru Otome to Shugo no Tate Portable,17,2010,11,79,0.02,0,0,0.0
Big Idea's VeggieTales: LarryBoy and the Bad Apple,7,2006,9,67,0.02,0,0,0.0
Rapala Pro Bass Fishing 2010,5,2010,1,4,0.4,565,1,0.0
Wakeboarding Unleashed Featuring Shaun Murray,7,2003,1,4,0.16,249,1,46.0
High School Musical 3: Senior Year DANCE!,7,2008,6,32,0.34,0,0,0.0
Mystical Ninja starring Goemon,12,1997,9,14,0.36,0,0,0.0
World Sports Competition,6,2009,1,68,0.03,0,0,0.0
Satomi Hakkenden: Hachi Tamanoki,17,2014,11,500,0.01,0,0,0.0
NFL Blitz 2001,12,2000,1,39,0.42,0,0,0.0
Drakengard 2,7,2005,4,5,0.13,267,2,31.75
Call of Juarez: Bound in Blood,15,2009,7,5,0.03,171,2,43.0
Patrician IV,15,2010,12,206,0.04,971,1,36.2
Castlevania: Curse of Darkness,14,2005,9,14,0.12,69,2,40.5
Pro Evolution Soccer 2012,5,2011,9,14,0.5,69,1,42.3
A Boy and His Blob,1,2009,2,35,0.21,278,1,44.35
NBA Live 2002,13,2001,1,7,0.52,35,1,44.9
Call of Duty: Advanced Warfare,18,2014,7,4,5.27,26,2,43.2
Food Network: Cook or Be Cooked,1,2009,6,25,0.44,445,1,29.9
Death Jr. and the Science Fair of Doom,4,2007,2,14,0.08,1307,4,27.25
ATV Quad Kings,1,2009,3,84,0.22,930,1,16.5
Trade & Battle: Card Hero,3,2000,12,0,0.2,0,0,0.0
WRC 5: FIA World Rally Championship,10,2015,1,340,0.05,0,0,0.0
SpongeBob SquigglePants,1,2011,6,28,0.4,278,1,29.5
Looney Tunes: Sheep Raider,13,2001,2,52,0.12,1172,1,40.4
NBA Street V3,20,2005,1,7,0.29,35,1,48.2
Adventure Time: Finn & Jake Investigations,6,2015,9,241,0.09,0,0,0.0
Wing Commander: Prophecy,9,2003,8,203,0.05,1234,3,39.15
Galerians,13,1999,11,67,0.15,0,0,0.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,14,2005,9,84,0.02,213,4,33.0
Rodea the Sky Soldier,19,2015,9,131,0.12,1176,4,25.75
Call of Duty: Modern Warfare 3,5,2011,7,4,14.73,5,2,45.7
NBA ShootOut,13,1995,1,3,0.31,0,0,0.0
Practise English!,4,2007,6,0,0.73,0,0,0.0
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,8,1997,1,14,0.16,0,0,0.0
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,7,2002,10,130,0.12,0,0,0.0
Mafia,7,2004,9,136,0.7,513,2,36.3
Balloon Pop,1,2007,5,11,0.05,1018,1,0.0
Sega Rally Championship 2,22,1999,3,8,0.41,0,0,0.0
LEGO Pirates of the Caribbean: The Video Game,15,2011,9,32,0.03,50,4,39.8
Bust-A-Move Deluxe,17,2006,5,11,0.14,51,1,33.5
Kekkon: Marriage,24,1995,11,269,0.06,0,0,0.0
R-Type III: The Third Lightning,9,2004,7,84,0.03,1234,1,23.0
Mega Man 2,2,1988,9,12,1.51,0,0,0.0
Disney Sing It,5,2008,6,32,0.43,275,1,29.1
Iron Man 2,1,2010,9,8,0.32,337,3,22.8
Mahjong Master,12,1996,6,14,0.09,0,0,0.0
Sonic & All-Stars Racing Transformed,6,2012,3,8,0.49,0,0,0.0
Shrek the Third,4,0,9,4,0.3,67,1,38.25
Infinite Stratos 2: Ignition Hearts,6,2014,11,357,0.03,0,0,0.0
Blood Omen: Legacy of Kain,13,1996,4,109,0.44,0,0,0.0
Pokemon Sun/Moon,11,2016,4,0,7.14,0,0,0.0
Sonic Jam,24,1997,2,8,0.12,0,0,0.0
Gyakuten Saiban 2,9,2002,9,12,0.14,0,0,0.0
SD Gundam G Generation Spirits,7,2007,12,25,0.38,0,0,0.0
Dance Factory,7,2006,9,34,0.03,1073,1,30.9
Cabela's Big Game Hunter 2005 Adventures,9,2004,1,4,0.06,0,0,0.0
World League Soccer,8,1991,1,156,0.15,0,0,0.0
Terminator 3: The Redemption,14,2004,7,10,0.06,251,3,37.3
Spawn: Armageddon,20,2003,9,7,0.07,624,2,34.1
Puyo Puyo 7,4,2009,5,8,0.3,0,0,0.0
CSI: Hard Evidence,5,2007,11,5,0.1,0,0,0.0
Spawn: Armageddon,7,2003,9,7,0.44,624,2,31.7
Harvest Moon: The Tale of Two Towns,11,0,8,53,0.3,0,0,0.0
America's Army: True Soldiers,5,2007,7,5,0.08,227,3,24.85
Gensou Suikoden I & II,17,2006,4,14,0.03,0,0,0.0
Cabela's Dangerous Hunts 2009,5,2008,1,4,0.13,565,3,21.0
King's Field (Japan),13,1994,4,227,0.08,0,0,0.0
WWE WrestleMania 21,14,2005,10,28,0.45,667,3,31.45
Jurassic: The Hunted,6,2009,7,4,0.19,242,3,2.25
The King of Fighters EX2: Howling Blood,9,2002,10,214,0.08,468,3,44.55
Shenmue II,22,2001,11,8,0.15,219,3,48.7
ESPN NBA 2K5,7,2004,1,63,1.59,83,1,45.25
Legacy of Kain: Defiance,15,2003,9,21,0.01,330,2,39.35
Horse Life Adventures,4,2008,8,41,0.1,422,1,0.0
WWE 2K17,6,2016,1,2,0.14,156,3,2.05
Pandemonium!,13,1996,2,147,0.21,0,0,0.0
Digimon Rumble Arena 2,14,2004,10,10,0.02,1260,3,36.9
Defiance,15,2013,7,149,0.21,529,2,35.25
NBA 2K11,6,2010,9,2,1.8,83,1,48.3
Sloane to MacHale no Nazo no Monogatari,4,2009,5,37,0.2,0,0,0.0
Area 51,7,2005,7,39,0.45,577,2,41.7
Space Invaders,9,2002,7,4,0.11,0,0,0.0
Super Robot Taisen F,24,1997,12,56,0.55,0,0,0.0
F1 2013,5,2013,3,34,0.3,294,1,42.8
Sword of the Samurai,7,0,10,5,0.17,0,0,0.0
Time Travelers,11,2012,11,53,0.04,0,0,0.0
Major League Baseball 2K10,4,2010,1,2,0.15,390,1,0.0
Bullet Soul: Tama Tamashii,5,2011,7,357,0.01,0,0,0.0
The Witcher: Enhanced Edition,15,2008,4,10,0.32,81,2,47.25
Criminal Girls 2,23,2015,4,131,0.05,0,0,0.0
Ratchet & Clank: Into the Nexus,6,2013,7,3,0.65,0,0,0.0
Barbie and the Magic of Pegasus,9,2005,9,23,0.09,278,1,0.0
Adventures to Go!,17,2008,4,201,0.13,0,0,0.0
The Testament of Sherlock Holmes,6,2012,11,82,0.24,905,2,36.2
My Fitness Coach: Club,1,2011,1,5,0.05,0,0,0.0
Scaler,7,2004,2,2,0.09,250,1,39.3
Nintendogs,4,2005,8,0,24.67,0,0,0.0
Perfect Dark Zero,5,2005,7,1,0.77,43,2,44.15
Romance of the Three Kingdoms VIII,7,2002,12,48,0.3,393,1,42.95
Nazo Waku Yakata: Oto no Ma ni Ma ni,11,2011,6,12,0.05,0,0,0.0
Dead to Rights,7,2002,7,7,1.36,32,2,40.95
Ape Escape,6,2010,2,3,0.04,0,0,0.0
Wall-E,5,2008,2,28,0.62,172,1,28.15
March of the Penguins,4,2006,11,84,0.05,1465,1,17.85
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,11,2014,9,242,0.04,0,0,0.0
The Gunstringer,5,2011,7,1,0.4,712,3,42.55
NBA Ballers: Phenom,14,2006,1,39,0.13,162,1,35.0
Beowulf: The Game,17,2007,9,5,0.09,329,2,24.7
Ratchet & Clank (2016),10,2016,2,3,1.54,0,0,0.0
Musou Tourou,17,2009,12,131,0.01,0,0,0.0
Airline Tycoon,15,2000,8,117,0.02,1000,1,4.0
Armored Core: Last Raven,7,2005,8,11,0.18,163,3,33.95
Zathura,14,2005,11,2,0.02,337,4,26.75
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,17,2012,9,25,0.06,0,0,0.0
Harvest Moon: Hero of Leaf Valley,17,2009,8,70,0.14,457,1,40.95
Call of Duty: Ghosts,10,2013,7,4,3.83,7,2,40.85
Hasbro Family Game Night,1,2008,5,7,1.43,285,1,35.25
Monster Hunter Frontier Online: Forward 1,5,2011,4,12,0.03,0,0,0.0
Tongari Boushi to Mahou no Otana,4,2010,8,14,0.44,0,0,0.0
Donkey Kong Country 3: Dixie Kong's Double Trouble!,8,1996,2,0,3.51,0,0,0.0
Tomb Raider (2013),5,2013,9,15,1.89,0,0,0.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,1,2011,9,28,0.08,0,0,0.0
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",17,2010,11,323,0.02,0,0,0.0
Pokemon Trozei!,4,2005,5,0,0.59,0,0,0.0
Mass Effect,5,2007,4,1,2.91,116,2,49.85
Neopets: The Darkest Faerie,7,2005,11,3,0.3,704,4,34.75
Army Men World War: Team Assault,13,2001,9,76,0.1,0,0,0.0
X-Blades,6,2009,9,81,0.13,522,2,27.95
Vietcong: Purple Haze,14,2004,7,212,0.08,1008,2,32.7
Angry Birds,15,2011,5,82,0.24,869,1,3.65
Culdcept,7,2002,12,8,0.03,1560,3,43.45
Dragon Ball Z: Chou Saiya Densetsu,8,1992,4,25,0.58,0,0,0.0
Saban's Power Rangers: Lightspeed Rescue,13,2000,9,28,0.35,0,0,0.0
Toukiden 2,6,2016,9,48,0.02,0,0,0.0
Call of Duty: Modern Warfare: Reflex Edition,1,2009,7,4,1.51,0,0,0.0
Jawbreaker,16,1981,9,137,0.45,0,0,0.0
Gladius,20,2003,12,4,0.07,143,3,45.4
Pokemon Mystery Dungeon: Explorers of Sky,4,2009,4,0,1.56,196,1,31.5
Berserk and the Band of the Hawk,23,2016,9,48,0.02,188,0,0.0
MotoGP 08,6,2008,3,12,0.39,723,1,35.5
Tonic Trouble,12,1999,2,5,0.11,0,0,0.0
Gradius,2,1986,7,14,1.36,0,0,0.0
Triggerheart Exelica,22,2007,7,559,0.02,0,0,0.0
Resistance: Fall of Man,6,2006,7,3,4.34,73,2,47.05
The Walking Dead: Season One,15,2012,11,126,0.03,0,0,0.0
Black Bass with Blue Marlin,13,1999,1,200,0.11,0,0,0.0
World of Warcraft: The Burning Crusade,15,2007,4,4,4.09,41,3,49.45
Sydney 2000,13,2000,1,21,0.27,852,1,28.5
Payday 2,18,2015,7,11,0.18,0,0,0.0
Ruff Trigger: The Vanocore Conspiracy,7,2006,2,77,0.02,1617,4,32.0
World Snooker Championship 2007,6,2007,1,8,0.1,0,0,0.0
Digger Simulator,15,2011,8,316,0.01,0,0,0.0
College Hoops 2K8,5,2007,1,2,0.18,83,1,43.95
Star Wars The Clone Wars: Republic Heroes,6,2009,9,18,0.43,680,3,24.15
Mountain Bike Adrenaline,7,0,1,53,0.05,1434,1,0.0
IHRA Professional Drag Racing 2005,14,2004,3,6,0.06,70,1,18.0
Pro Rally,20,2002,3,5,0.02,12,1,32.0
The Lord of the Rings: Aragorn's Quest,6,2010,9,19,0.17,64,3,32.0
Xevious,2,1984,7,25,1.52,0,0,0.0
Bratz: Forever Diamondz,4,2006,11,28,1.48,274,1,3.25
Cabela's Outdoor Adventures,20,2005,1,4,0.03,554,3,4.4
